,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,50
1,05:00:01-06:00:00,7,34
2,06:00:01-07:00:00,8,24
3,07:00:01-08:00:00,7,65
4,08:00:01-09:00:00,6,110
5,09:00:01-10:00:00,10,135
6,10:00:01-11:00:00,6,188
7,11:00:01-12:00:00,7,167
8,12:00:01-13:00:00,6,253
9,13:00:01-14:00:00,6,176
10,14:00:01-15:00:00,5,208
11,15:00:01-16:00:00,8,236
12,16:00:01-17:00:00,6,252
13,17:00:01-18:00:00,7,244
14,18:00:01-19:00:00,6,270
15,19:00:01-20:00:00,7,348
16,20:00:01-21:00:00,9,440
17,21:00:01-22:00:00,7,300
18,22:00:01-23:00:00,5,213
19,23:00:01-24:00:00,5,80
