,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,240
1,05:00:01-06:00:00,7,35
2,06:00:01-07:00:00,11,27
3,07:00:01-08:00:00,8,83
4,08:00:01-09:00:00,10,151
5,09:00:01-10:00:00,11,170
6,10:00:01-11:00:00,7,176
7,11:00:01-12:00:00,9,177
8,12:00:01-13:00:00,5,189
9,13:00:01-14:00:00,5,192
10,14:00:01-15:00:00,5,202
11,15:00:01-16:00:00,11,191
12,16:00:01-17:00:00,7,253
13,17:00:01-18:00:00,11,339
14,18:00:01-19:00:00,7,294
15,19:00:01-20:00:00,7,306
16,20:00:01-21:00:00,4,266
17,21:00:01-22:00:00,1,111
18,22:00:01-23:00:00,5,130
19,23:00:01-24:00:00,5,159
