,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,172
1,05:00:01-06:00:00,8,27
2,06:00:01-07:00:00,9,44
3,07:00:01-08:00:00,13,132
4,08:00:01-09:00:00,11,102
5,09:00:01-10:00:00,5,97
6,10:00:01-11:00:00,9,175
7,11:00:01-12:00:00,5,214
8,12:00:01-13:00:00,8,188
9,13:00:01-14:00:00,4,184
10,14:00:01-15:00:00,5,221
11,15:00:01-16:00:00,8,219
12,16:00:01-17:00:00,6,295
13,17:00:01-18:00:00,6,324
14,18:00:01-19:00:00,7,242
15,19:00:01-20:00:00,10,326
16,20:00:01-21:00:00,6,330
17,21:00:01-22:00:00,6,249
18,22:00:01-23:00:00,6,295
19,23:00:01-24:00:00,8,236
