,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,33
1,05:00:01-06:00:00,7,26
2,06:00:01-07:00:00,6,25
3,07:00:01-08:00:00,11,84
4,08:00:01-09:00:00,8,118
5,09:00:01-10:00:00,10,164
6,10:00:01-11:00:00,6,159
7,11:00:01-12:00:00,8,198
8,12:00:01-13:00:00,4,192
9,13:00:01-14:00:00,5,154
10,14:00:01-15:00:00,7,205
11,15:00:01-16:00:00,8,138
12,16:00:01-17:00:00,4,245
13,17:00:01-18:00:00,6,278
14,18:00:01-19:00:00,7,193
15,19:00:01-20:00:00,4,221
16,20:00:01-21:00:00,4,274
17,21:00:01-22:00:00,4,232
18,22:00:01-23:00:00,6,264
19,23:00:01-24:00:00,8,186
