,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,158
1,05:00:01-06:00:00,8,22
2,06:00:01-07:00:00,12,44
3,07:00:01-08:00:00,9,70
4,08:00:01-09:00:00,10,121
5,09:00:01-10:00:00,10,168
6,10:00:01-11:00:00,6,181
7,11:00:01-12:00:00,7,222
8,12:00:01-13:00:00,6,218
9,13:00:01-14:00:00,5,163
10,14:00:01-15:00:00,5,199
11,15:00:01-16:00:00,6,201
12,16:00:01-17:00:00,4,183
13,17:00:01-18:00:00,1,128
14,18:00:01-19:00:00,5,212
15,19:00:01-20:00:00,6,266
16,20:00:01-21:00:00,4,243
17,21:00:01-22:00:00,3,192
18,22:00:01-23:00:00,5,237
19,23:00:01-24:00:00,4,160
