,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,87
1,05:00:01-06:00:00,9,19
2,06:00:01-07:00:00,8,51
3,07:00:01-08:00:00,13,69
4,08:00:01-09:00:00,10,137
5,09:00:01-10:00:00,10,151
6,10:00:01-11:00:00,6,185
7,11:00:01-12:00:00,6,166
8,12:00:01-13:00:00,8,325
9,13:00:01-14:00:00,7,164
10,14:00:01-15:00:00,8,224
11,15:00:01-16:00:00,8,221
12,16:00:01-17:00:00,5,284
13,17:00:01-18:00:00,5,159
14,18:00:01-19:00:00,8,357
15,19:00:01-20:00:00,7,356
16,20:00:01-21:00:00,6,317
17,21:00:01-22:00:00,6,285
18,22:00:01-23:00:00,5,228
19,23:00:01-24:00:00,7,186
