,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,8,45
1,05:00:01-06:00:00,8,26
2,06:00:01-07:00:00,12,50
3,07:00:01-08:00:00,8,67
4,08:00:01-09:00:00,6,99
5,09:00:01-10:00:00,7,116
6,10:00:01-11:00:00,8,190
7,11:00:01-12:00:00,7,241
8,12:00:01-13:00:00,5,197
9,13:00:01-14:00:00,7,187
10,14:00:01-15:00:00,7,247
11,15:00:01-16:00:00,7,208
12,16:00:01-17:00:00,10,300
13,17:00:01-18:00:00,6,248
14,18:00:01-19:00:00,4,123
15,19:00:01-20:00:00,4,125
16,20:00:01-21:00:00,7,390
17,21:00:01-22:00:00,4,190
18,22:00:01-23:00:00,6,260
19,23:00:01-24:00:00,3,79
