,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,58
1,05:00:01-06:00:00,5,18
2,06:00:01-07:00:00,10,31
3,07:00:01-08:00:00,10,64
4,08:00:01-09:00:00,8,133
5,09:00:01-10:00:00,9,172
6,10:00:01-11:00:00,10,216
7,11:00:01-12:00:00,8,179
8,12:00:01-13:00:00,6,215
9,13:00:01-14:00:00,4,179
10,14:00:01-15:00:00,5,148
11,15:00:01-16:00:00,9,269
12,16:00:01-17:00:00,5,284
13,17:00:01-18:00:00,8,263
14,18:00:01-19:00:00,8,219
15,19:00:01-20:00:00,3,245
16,20:00:01-21:00:00,7,293
17,21:00:01-22:00:00,6,292
18,22:00:01-23:00:00,7,265
19,23:00:01-24:00:00,6,140
