,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,149
1,05:00:01-06:00:00,7,22
2,06:00:01-07:00:00,8,34
3,07:00:01-08:00:00,9,60
4,08:00:01-09:00:00,7,90
5,09:00:01-10:00:00,8,93
6,10:00:01-11:00:00,10,178
7,11:00:01-12:00:00,5,191
8,12:00:01-13:00:00,5,202
9,13:00:01-14:00:00,6,133
10,14:00:01-15:00:00,6,267
11,15:00:01-16:00:00,7,183
12,16:00:01-17:00:00,6,306
13,17:00:01-18:00:00,6,257
14,18:00:01-19:00:00,7,331
15,19:00:01-20:00:00,7,313
16,20:00:01-21:00:00,9,352
17,21:00:01-22:00:00,5,218
18,22:00:01-23:00:00,9,228
19,23:00:01-24:00:00,6,204
