,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,73
1,05:00:01-06:00:00,8,24
2,06:00:01-07:00:00,8,36
3,07:00:01-08:00:00,8,37
4,08:00:01-09:00:00,8,85
5,09:00:01-10:00:00,9,175
6,10:00:01-11:00:00,5,129
7,11:00:01-12:00:00,5,188
8,12:00:01-13:00:00,4,225
9,13:00:01-14:00:00,5,164
10,14:00:01-15:00:00,2,124
11,15:00:01-16:00:00,9,199
12,16:00:01-17:00:00,5,197
13,17:00:01-18:00:00,11,245
14,18:00:01-19:00:00,6,328
15,19:00:01-20:00:00,8,358
16,20:00:01-21:00:00,8,290
17,21:00:01-22:00:00,6,255
18,22:00:01-23:00:00,5,241
19,23:00:01-24:00:00,4,165
