,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,162
1,05:00:01-06:00:00,6,11
2,06:00:01-07:00:00,11,47
3,07:00:01-08:00:00,9,65
4,08:00:01-09:00:00,8,156
5,09:00:01-10:00:00,6,160
6,10:00:01-11:00:00,8,138
7,11:00:01-12:00:00,6,305
8,12:00:01-13:00:00,6,191
9,13:00:01-14:00:00,5,274
10,14:00:01-15:00:00,5,250
11,15:00:01-16:00:00,8,169
12,16:00:01-17:00:00,7,292
13,17:00:01-18:00:00,6,210
14,18:00:01-19:00:00,6,225
15,19:00:01-20:00:00,5,310
16,20:00:01-21:00:00,4,206
17,21:00:01-22:00:00,4,239
18,22:00:01-23:00:00,6,295
19,23:00:01-24:00:00,7,194
