,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,180
1,05:00:01-06:00:00,8,34
2,06:00:01-07:00:00,11,28
3,07:00:01-08:00:00,6,87
4,08:00:01-09:00:00,7,77
5,09:00:01-10:00:00,10,131
6,10:00:01-11:00:00,8,173
7,11:00:01-12:00:00,4,140
8,12:00:01-13:00:00,7,249
9,13:00:01-14:00:00,3,203
10,14:00:01-15:00:00,7,224
11,15:00:01-16:00:00,3,193
12,16:00:01-17:00:00,8,321
13,17:00:01-18:00:00,6,313
14,18:00:01-19:00:00,8,294
15,19:00:01-20:00:00,6,270
16,20:00:01-21:00:00,9,297
17,21:00:01-22:00:00,7,282
18,22:00:01-23:00:00,5,251
19,23:00:01-24:00:00,5,203
