,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,0
1,05:00:01-06:00:00,4,11
2,06:00:01-07:00:00,3,58
3,07:00:01-08:00:00,7,38
4,08:00:01-09:00:00,4,87
5,09:00:01-10:00:00,3,72
6,10:00:01-11:00:00,3,49
7,11:00:01-12:00:00,3,60
8,12:00:01-13:00:00,5,46
9,13:00:01-14:00:00,4,61
10,14:00:01-15:00:00,3,34
11,15:00:01-16:00:00,5,30
12,16:00:01-17:00:00,6,45
13,17:00:01-18:00:00,4,131
14,18:00:01-19:00:00,5,126
15,19:00:01-20:00:00,4,50
16,20:00:01-21:00:00,3,31
17,21:00:01-22:00:00,5,27
18,22:00:01-23:00:00,4,17
19,23:00:01-24:00:00,0,0
