,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,0
1,05:00:01-06:00:00,1,6
2,06:00:01-07:00:00,4,54
3,07:00:01-08:00:00,5,45
4,08:00:01-09:00:00,3,28
5,09:00:01-10:00:00,0,4
6,10:00:01-11:00:00,2,43
7,11:00:01-12:00:00,2,27
8,12:00:01-13:00:00,5,50
9,13:00:01-14:00:00,2,46
10,14:00:01-15:00:00,2,18
11,15:00:01-16:00:00,4,11
12,16:00:01-17:00:00,3,42
13,17:00:01-18:00:00,1,74
14,18:00:01-19:00:00,3,109
15,19:00:01-20:00:00,3,24
16,20:00:01-21:00:00,4,25
17,21:00:01-22:00:00,3,19
18,22:00:01-23:00:00,4,26
19,23:00:01-24:00:00,0,0
