,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,7
1,05:00:01-06:00:00,,
2,06:00:01-07:00:00,3,11
3,07:00:01-08:00:00,5,129
4,08:00:01-09:00:00,9,447
5,09:00:01-10:00:00,11,542
6,10:00:01-11:00:00,8,463
7,11:00:01-12:00:00,10,275
8,12:00:01-13:00:00,4,158
9,13:00:01-14:00:00,5,119
10,14:00:01-15:00:00,3,47
11,15:00:01-16:00:00,5,77
12,16:00:01-17:00:00,6,74
13,17:00:01-18:00:00,5,71
14,18:00:01-19:00:00,4,62
15,19:00:01-20:00:00,3,18
16,20:00:01-21:00:00,,
17,21:00:01-22:00:00,,
18,22:00:01-23:00:00,,
19,23:00:01-24:00:00,,
