Route:- 6020,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,1.3,6,0.17,54,0.15,10.4,1.3,0,0,0,0,0,0,0,0,2,0.66,6,0.09,54,0.08,10,0.63
06:00:01-07:00:00,9,5.84,210,5.8,2076,5.76,46.8,5.84,5,3.33,35,1.12,306,1.03,26,3.33,14,4.61,245,3.64,2382,3.62,73,4.62
07:00:01-08:00:00,10,6.49,265,7.31,2444,6.78,52,6.49,12,8,128,4.11,1104,3.72,62.4,8,22,7.24,393,5.83,3548,5.4,114,7.21
08:00:01-09:00:00,14,9.09,358,9.88,3552,9.85,72.8,9.09,12,8,150,4.81,1436,4.84,58.8,7.54,26,8.55,508,7.54,4988,7.59,132,8.35
09:00:01-10:00:00,11,7.14,324,8.94,3348,9.28,57.2,7.14,10,6.67,116,3.72,1164,3.92,52,6.67,21,6.91,440,6.53,4512,6.86,109,6.89
10:00:01-11:00:00,7,4.55,353,9.74,3850,10.67,21,2.62,12,8,124,3.98,1130,3.81,36,4.62,19,6.25,477,7.08,4980,7.57,57,3.61
11:00:01-12:00:00,12,7.79,231,6.38,2429,6.73,62.4,7.79,8,5.33,74,2.37,684,2.3,41.6,5.33,20,6.58,305,4.53,3113,4.73,104,6.58
12:00:01-13:00:00,9,5.84,220,6.07,2306,6.39,29.7,3.71,8,5.33,86,2.76,830,2.8,33.6,4.31,17,5.59,306,4.54,3136,4.77,63,3.98
13:00:01-14:00:00,6,3.9,131,3.62,1285,3.56,31.2,3.9,6,4,76,2.44,735,2.48,31.2,4,12,3.95,207,3.07,2020,3.07,62,3.92
14:00:01-15:00:00,8,5.19,114,3.15,1144,3.17,41.6,5.19,7,4.67,125,4.01,1164,3.92,21,2.69,15,4.93,239,3.55,2308,3.51,63,3.98
15:00:01-16:00:00,8,5.19,149,4.11,1430,3.96,24,3,6,4,207,6.64,1754,5.91,31.2,4,14,4.61,356,5.28,3184,4.84,55,3.48
16:00:01-17:00:00,10,6.49,179,4.94,1753,4.86,52,6.49,11,7.33,261,8.38,2614,8.8,33,4.23,21,6.91,440,6.53,4367,6.64,85,5.38
17:00:01-18:00:00,14,9.09,177,4.89,1698,4.71,72.8,9.09,12,8,338,10.85,3248,10.94,62.4,8,26,8.55,515,7.64,4946,7.52,135,8.54
18:00:01-19:00:00,10,6.49,237,6.54,2238,6.2,43,5.37,11,7.33,396,12.71,3883,13.08,57.2,7.33,21,6.91,633,9.39,6121,9.31,100,6.33
19:00:01-20:00:00,8,5.19,308,8.5,2959,8.2,26.4,3.3,9,6,356,11.42,3589,12.09,46.8,6,17,5.59,664,9.85,6548,9.96,73,4.62
20:00:01-21:00:00,8,5.19,132,3.64,1250,3.47,41.6,5.19,9,6,306,9.82,2933,9.88,37.8,4.85,17,5.59,438,6.5,4183,6.36,79,5
21:00:01-22:00:00,6,3.9,198,5.47,1968,5.46,31.2,3.9,8,5.33,252,8.09,2296,7.73,33.6,4.31,14,4.61,450,6.68,4264,6.48,65,4.11
22:00:01-23:00:00,2,1.3,31,0.86,284,0.79,10.4,1.3,4,2.67,85,2.73,812,2.73,20.8,2.67,6,1.97,116,1.72,1096,1.67,31,1.96
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,1,0.03,8,0.03,0,0,0,0,1,0.01,8,0.01,0,0
,154,,3623,,36068,,800.8,,150,,3116,,29690,,780,,304,,6739,,65758,,1581,
