Route:- 6020,Date:- 10/05/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,1.43,0,0,0,0,10.4,1.43,0,0,0,0,0,0,0,0,2,0.71,0,0,0,0,10,0.68
06:00:01-07:00:00,7,5,303,5.77,3026,5.64,21,2.88,6,4.26,55,1.27,404,0.97,31.2,4.26,13,4.63,358,3.74,3430,3.6,52,3.56
07:00:01-08:00:00,12,8.57,463,8.82,4957,9.24,62.4,8.57,9,6.38,149,3.44,1154,2.78,46.8,6.38,21,7.47,612,6.39,6111,6.42,109,7.46
08:00:01-09:00:00,13,9.29,546,10.4,5548,10.34,67.6,9.29,10,7.09,192,4.43,1766,4.25,40,5.46,23,8.19,738,7.7,7314,7.68,108,7.39
09:00:01-10:00:00,10,7.14,678,12.92,7382,13.75,52,7.14,10,7.09,143,3.3,1290,3.11,52,7.09,20,7.12,821,8.57,8672,9.11,104,7.12
10:00:01-11:00:00,8,5.71,478,9.11,5204,9.7,41.6,5.71,9,6.38,136,3.14,1287,3.1,46.8,6.38,17,6.05,614,6.41,6491,6.82,88,6.02
11:00:01-12:00:00,7,5,366,6.97,3812,7.1,36.4,5,10,7.09,129,2.98,1197,2.88,52,7.09,17,6.05,495,5.17,5009,5.26,88,6.02
12:00:01-13:00:00,6,4.29,358,6.82,3701,6.9,31.2,4.29,6,4.26,153,3.53,1522,3.66,25.8,3.52,12,4.27,511,5.33,5223,5.49,57,3.9
13:00:01-14:00:00,7,5,219,4.17,2134,3.98,36.4,5,8,5.67,184,4.25,1582,3.81,41.6,5.67,15,5.34,403,4.21,3716,3.9,78,5.34
14:00:01-15:00:00,6,4.29,227,4.32,2219,4.13,18,2.47,7,4.96,144,3.33,1456,3.5,34.3,4.68,13,4.63,371,3.87,3675,3.86,52,3.56
15:00:01-16:00:00,11,7.86,202,3.85,2076,3.87,17.6,2.42,6,4.26,188,4.34,1790,4.31,31.2,4.26,17,6.05,390,4.07,3866,4.06,49,3.35
16:00:01-17:00:00,7,5,198,3.77,1979,3.69,36.4,5,10,7.09,354,8.18,3354,8.07,52,7.09,17,6.05,552,5.76,5333,5.6,88,6.02
17:00:01-18:00:00,13,9.29,250,4.76,2394,4.46,67.6,9.29,10,7.09,460,10.62,4482,10.79,42,5.73,23,8.19,710,7.41,6876,7.22,110,7.53
18:00:01-19:00:00,7,5,205,3.91,2006,3.74,36.4,5,11,7.8,678,15.66,6855,16.5,46.2,6.3,18,6.41,883,9.22,8861,9.31,83,5.68
19:00:01-20:00:00,10,7.14,271,5.16,2428,4.52,27,3.71,10,7.09,387,8.94,3912,9.42,52,7.09,20,7.12,658,6.87,6340,6.66,79,5.41
20:00:01-21:00:00,6,4.29,216,4.12,2142,3.99,25.2,3.46,8,5.67,470,10.85,4673,11.25,33.6,4.58,14,4.98,686,7.16,6815,7.16,59,4.04
21:00:01-22:00:00,5,3.57,212,4.04,2096,3.91,26,3.57,6,4.26,296,6.84,2826,6.8,27.6,3.76,11,3.91,508,5.3,4922,5.17,54,3.7
22:00:01-23:00:00,3,2.14,57,1.09,566,1.05,15.6,2.14,5,3.55,189,4.36,1802,4.34,15,2.05,8,2.85,246,2.57,2368,2.49,31,2.12
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,23,0.53,190,0.46,0,0,0,0,23,0.24,190,0.2,0,0
,140,,5249,,53670,,728,,141,,4330,,41542,,733.2,,281,,9579,,95212,,1461,
