,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,3,5
3,07:00:01-08:00:00,2,7
4,08:00:01-09:00:00,3,14
5,09:00:01-10:00:00,3,14
6,10:00:01-11:00:00,3,11
7,11:00:01-12:00:00,3,31
8,12:00:01-13:00:00,7,27
9,13:00:01-14:00:00,3,32
10,14:00:01-15:00:00,3,47
11,15:00:01-16:00:00,7,44
12,16:00:01-17:00:00,5,41
13,17:00:01-18:00:00,4,74
14,18:00:01-19:00:00,4,123
15,19:00:01-20:00:00,4,217
16,20:00:01-21:00:00,3,154
17,21:00:01-22:00:00,4,129
18,22:00:01-23:00:00,5,86
19,23:00:01-24:00:00,3,19
