,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,154
1,05:00:01-06:00:00,3,53
2,06:00:01-07:00:00,9,267
3,07:00:01-08:00:00,15,501
4,08:00:01-09:00:00,9,728
5,09:00:01-10:00:00,11,935
6,10:00:01-11:00:00,8,616
7,11:00:01-12:00:00,4,520
8,12:00:01-13:00:00,9,617
9,13:00:01-14:00:00,5,570
10,14:00:01-15:00:00,9,494
11,15:00:01-16:00:00,4,395
12,16:00:01-17:00:00,4,522
13,17:00:01-18:00:00,6,644
14,18:00:01-19:00:00,7,676
15,19:00:01-20:00:00,8,736
16,20:00:01-21:00:00,5,654
17,21:00:01-22:00:00,5,430
18,22:00:01-23:00:00,6,358
19,23:00:01-24:00:00,4,219
