,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,116
1,05:00:01-06:00:00,4,85
2,06:00:01-07:00:00,11,310
3,07:00:01-08:00:00,16,573
4,08:00:01-09:00:00,10,898
5,09:00:01-10:00:00,12,909
6,10:00:01-11:00:00,11,732
7,11:00:01-12:00:00,9,534
8,12:00:01-13:00:00,6,535
9,13:00:01-14:00:00,5,396
10,14:00:01-15:00:00,7,361
11,15:00:01-16:00:00,4,324
12,16:00:01-17:00:00,5,667
13,17:00:01-18:00:00,7,597
14,18:00:01-19:00:00,6,625
15,19:00:01-20:00:00,3,733
16,20:00:01-21:00:00,6,567
17,21:00:01-22:00:00,3,451
18,22:00:01-23:00:00,5,290
19,23:00:01-24:00:00,3,90
