,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,92
1,05:00:01-06:00:00,5,76
2,06:00:01-07:00:00,14,302
3,07:00:01-08:00:00,16,535
4,08:00:01-09:00:00,13,933
5,09:00:01-10:00:00,10,801
6,10:00:01-11:00:00,10,667
7,11:00:01-12:00:00,8,454
8,12:00:01-13:00:00,4,509
9,13:00:01-14:00:00,5,380
10,14:00:01-15:00:00,5,409
11,15:00:01-16:00:00,4,424
12,16:00:01-17:00:00,8,476
13,17:00:01-18:00:00,10,591
14,18:00:01-19:00:00,8,664
15,19:00:01-20:00:00,6,676
16,20:00:01-21:00:00,12,811
17,21:00:01-22:00:00,5,566
18,22:00:01-23:00:00,9,536
19,23:00:01-24:00:00,2,181
