,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,9
1,05:00:01-06:00:00,4,47
2,06:00:01-07:00:00,10,272
3,07:00:01-08:00:00,13,463
4,08:00:01-09:00:00,8,956
5,09:00:01-10:00:00,12,924
6,10:00:01-11:00:00,7,658
7,11:00:01-12:00:00,5,477
8,12:00:01-13:00:00,7,414
9,13:00:01-14:00:00,6,468
10,14:00:01-15:00:00,7,418
11,15:00:01-16:00:00,6,405
12,16:00:01-17:00:00,7,632
13,17:00:01-18:00:00,4,479
14,18:00:01-19:00:00,6,615
15,19:00:01-20:00:00,7,716
16,20:00:01-21:00:00,9,798
17,21:00:01-22:00:00,4,468
18,22:00:01-23:00:00,4,210
19,23:00:01-24:00:00,3,157
