,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,100
1,05:00:01-06:00:00,7,69
2,06:00:01-07:00:00,9,392
3,07:00:01-08:00:00,7,425
4,08:00:01-09:00:00,9,716
5,09:00:01-10:00:00,10,858
6,10:00:01-11:00:00,9,592
7,11:00:01-12:00:00,4,496
8,12:00:01-13:00:00,8,577
9,13:00:01-14:00:00,8,501
10,14:00:01-15:00:00,6,561
11,15:00:01-16:00:00,3,466
12,16:00:01-17:00:00,10,641
13,17:00:01-18:00:00,10,572
14,18:00:01-19:00:00,7,587
15,19:00:01-20:00:00,6,668
16,20:00:01-21:00:00,8,855
17,21:00:01-22:00:00,5,523
18,22:00:01-23:00:00,6,356
19,23:00:01-24:00:00,2,233
