,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,107
1,05:00:01-06:00:00,2,60
2,06:00:01-07:00:00,7,55
3,07:00:01-08:00:00,6,144
4,08:00:01-09:00:00,9,332
5,09:00:01-10:00:00,7,426
6,10:00:01-11:00:00,6,471
7,11:00:01-12:00:00,6,436
8,12:00:01-13:00:00,6,430
9,13:00:01-14:00:00,4,439
10,14:00:01-15:00:00,3,353
11,15:00:01-16:00:00,4,430
12,16:00:01-17:00:00,6,444
13,17:00:01-18:00:00,10,508
14,18:00:01-19:00:00,8,639
15,19:00:01-20:00:00,5,634
16,20:00:01-21:00:00,6,483
17,21:00:01-22:00:00,5,402
18,22:00:01-23:00:00,7,385
19,23:00:01-24:00:00,2,206
