,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,74
1,05:00:01-06:00:00,4,74
2,06:00:01-07:00:00,11,302
3,07:00:01-08:00:00,16,624
4,08:00:01-09:00:00,9,888
5,09:00:01-10:00:00,13,917
6,10:00:01-11:00:00,10,728
7,11:00:01-12:00:00,8,667
8,12:00:01-13:00:00,4,680
9,13:00:01-14:00:00,6,497
10,14:00:01-15:00:00,6,538
11,15:00:01-16:00:00,3,551
12,16:00:01-17:00:00,12,545
13,17:00:01-18:00:00,10,612
14,18:00:01-19:00:00,7,531
15,19:00:01-20:00:00,6,598
16,20:00:01-21:00:00,7,695
17,21:00:01-22:00:00,7,668
18,22:00:01-23:00:00,5,361
19,23:00:01-24:00:00,1,187
