,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,73
1,05:00:01-06:00:00,6,54
2,06:00:01-07:00:00,12,279
3,07:00:01-08:00:00,14,574
4,08:00:01-09:00:00,10,952
5,09:00:01-10:00:00,11,817
6,10:00:01-11:00:00,9,668
7,11:00:01-12:00:00,7,462
8,12:00:01-13:00:00,9,550
9,13:00:01-14:00:00,8,586
10,14:00:01-15:00:00,7,518
11,15:00:01-16:00:00,3,441
12,16:00:01-17:00:00,8,523
13,17:00:01-18:00:00,6,475
14,18:00:01-19:00:00,7,644
15,19:00:01-20:00:00,8,838
16,20:00:01-21:00:00,6,710
17,21:00:01-22:00:00,8,577
18,22:00:01-23:00:00,3,219
19,23:00:01-24:00:00,3,172
