,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,78
1,05:00:01-06:00:00,2,55
2,06:00:01-07:00:00,8,240
3,07:00:01-08:00:00,14,334
4,08:00:01-09:00:00,10,718
5,09:00:01-10:00:00,10,799
6,10:00:01-11:00:00,9,689
7,11:00:01-12:00:00,8,683
8,12:00:01-13:00:00,6,593
9,13:00:01-14:00:00,5,501
10,14:00:01-15:00:00,5,435
11,15:00:01-16:00:00,6,340
12,16:00:01-17:00:00,5,283
13,17:00:01-18:00:00,11,708
14,18:00:01-19:00:00,8,679
15,19:00:01-20:00:00,7,615
16,20:00:01-21:00:00,10,619
17,21:00:01-22:00:00,7,463
18,22:00:01-23:00:00,6,316
19,23:00:01-24:00:00,3,241
