Route:- 6064,Date:- 10/30/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,5.41,172,1.57,1376,1.53,44,5.41,0,0,0,0,0,0,0,0,10,5.41,172,1.57,1376,1.53,44,5.41
05:00:01-06:00:00,8,4.32,83,0.76,622,0.69,35.2,4.32,0,0,0,0,0,0,0,0,8,4.32,83,0.76,622,0.69,35,4.3
06:00:01-07:00:00,12,6.49,241,2.2,1761,1.95,52.8,6.49,0,0,0,0,0,0,0,0,12,6.49,241,2.2,1761,1.95,53,6.51
07:00:01-08:00:00,16,8.65,455,4.15,4185,4.64,38.4,4.72,0,0,0,0,0,0,0,0,16,8.65,455,4.15,4185,4.64,38,4.67
08:00:01-09:00:00,13,7.03,853,7.78,7964,8.84,57.2,7.03,0,0,0,0,0,0,0,0,13,7.03,853,7.78,7964,8.84,57,7
09:00:01-10:00:00,12,6.49,817,7.45,7240,8.03,52.8,6.49,0,0,0,0,0,0,0,0,12,6.49,817,7.45,7240,8.03,53,6.51
10:00:01-11:00:00,8,4.32,653,5.96,5629,6.25,16,1.97,0,0,0,0,0,0,0,0,8,4.32,653,5.96,5629,6.25,16,1.97
11:00:01-12:00:00,9,4.86,521,4.75,4690,5.2,39.6,4.86,0,0,0,0,0,0,0,0,9,4.86,521,4.75,4690,5.2,40,4.91
12:00:01-13:00:00,4,2.16,392,3.58,3159,3.51,8,0.98,0,0,0,0,0,0,0,0,4,2.16,392,3.58,3159,3.51,8,0.98
13:00:01-14:00:00,9,4.86,520,4.74,4025,4.47,39.6,4.86,0,0,0,0,0,0,0,0,9,4.86,520,4.74,4025,4.47,40,4.91
14:00:01-15:00:00,8,4.32,530,4.84,4359,4.84,16,1.97,0,0,0,0,0,0,0,0,8,4.32,530,4.84,4359,4.84,16,1.97
15:00:01-16:00:00,10,5.41,584,5.33,4470,4.96,31,3.81,0,0,0,0,0,0,0,0,10,5.41,584,5.33,4470,4.96,31,3.81
16:00:01-17:00:00,10,5.41,605,5.52,4892,5.43,44,5.41,0,0,0,0,0,0,0,0,10,5.41,605,5.52,4892,5.43,44,5.41
17:00:01-18:00:00,11,5.95,599,5.46,4813,5.34,48.4,5.95,0,0,0,0,0,0,0,0,11,5.95,599,5.46,4813,5.34,48,5.9
18:00:01-19:00:00,9,4.86,792,7.23,6090,6.76,18,2.21,0,0,0,0,0,0,0,0,9,4.86,792,7.23,6090,6.76,18,2.21
19:00:01-20:00:00,10,5.41,985,8.99,7744,8.59,44,5.41,0,0,0,0,0,0,0,0,10,5.41,985,8.99,7744,8.59,44,5.41
20:00:01-21:00:00,9,4.86,764,6.97,5971,6.63,18,2.21,0,0,0,0,0,0,0,0,9,4.86,764,6.97,5971,6.63,18,2.21
21:00:01-22:00:00,6,3.24,681,6.21,5363,5.95,12,1.47,0,0,0,0,0,0,0,0,6,3.24,681,6.21,5363,5.95,12,1.47
22:00:01-23:00:00,6,3.24,443,4.04,3611,4.01,26.4,3.24,0,0,0,0,0,0,0,0,6,3.24,443,4.04,3611,4.01,26,3.19
23:00:01-24:00:00,5,2.7,271,2.47,2142,2.38,10,1.23,0,0,0,0,0,0,0,0,5,2.7,271,2.47,2142,2.38,10,1.23
,185,,10961,,90106,,814,,0,,0,,0,,0,,185,,10961,,90106,,814,
