Route:- 6040,Date:- 10/30/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,6,10.53,38,4.13,152,2.25,21,10.53,4,6.78,29,2.05,100,0.94,14,6.78,10,8.62,67,2.87,252,1.45,35,8.62
07:00:01-08:00:00,5,8.77,59,6.41,358,5.29,17.5,8.77,7,11.86,59,4.18,322,3.02,24.5,11.86,12,10.34,118,5.06,680,3.9,42,10.34
08:00:01-09:00:00,4,7.02,39,4.24,266,3.93,14,7.02,3,5.08,112,7.93,822,7.71,7.5,3.63,7,6.03,151,6.48,1088,6.24,22,5.42
09:00:01-10:00:00,3,5.26,43,4.67,331,4.89,10.5,5.26,1,1.69,57,4.04,478,4.48,2.5,1.21,4,3.45,100,4.29,809,4.64,13,3.2
10:00:01-11:00:00,1,1.75,45,4.89,238,3.52,2.2,1.1,3,5.08,79,5.59,536,5.03,10.5,5.08,4,3.45,124,5.32,774,4.44,13,3.2
11:00:01-12:00:00,1,1.75,25,2.72,173,2.56,3.5,1.75,2,3.39,37,2.62,274,2.57,7,3.39,3,2.59,62,2.66,447,2.57,10,2.46
12:00:01-13:00:00,2,3.51,17,1.85,142,2.1,7,3.51,2,3.39,31,2.2,225,2.11,5,2.42,4,3.45,48,2.06,367,2.11,12,2.96
13:00:01-14:00:00,4,7.02,21,2.28,142,2.1,14,7.02,3,5.08,28,1.98,212,1.99,10.5,5.08,7,6.03,49,2.1,354,2.03,24,5.91
14:00:01-15:00:00,3,5.26,11,1.2,66,0.98,10.5,5.26,4,6.78,42,2.97,254,2.38,14,6.78,7,6.03,53,2.27,320,1.84,24,5.91
15:00:01-16:00:00,3,5.26,31,3.37,262,3.87,10.5,5.26,3,5.08,24,1.7,198,1.86,10.5,5.08,6,5.17,55,2.36,460,2.64,21,5.17
16:00:01-17:00:00,6,10.53,47,5.11,290,4.28,21,10.53,3,5.08,59,4.18,462,4.33,5.1,2.47,9,7.76,106,4.55,752,4.32,26,6.4
17:00:01-18:00:00,2,3.51,52,5.65,332,4.91,5,2.51,5,8.47,82,5.81,714,6.7,17.5,8.47,7,6.03,134,5.75,1046,6,22,5.42
18:00:01-19:00:00,3,5.26,125,13.59,1082,15.99,10.5,5.26,3,5.08,155,10.98,1210,11.35,10.5,5.08,6,5.17,280,12.01,2292,13.15,21,5.17
19:00:01-20:00:00,6,10.53,162,17.61,1326,19.59,21,10.53,6,10.17,265,18.77,2062,19.35,21,10.17,12,10.34,427,18.31,3388,19.44,42,10.34
20:00:01-21:00:00,4,7.02,89,9.67,700,10.34,10,5.01,4,6.78,146,10.34,1164,10.92,14,6.78,8,6.9,235,10.08,1864,10.7,24,5.91
21:00:01-22:00:00,2,3.51,84,9.13,660,9.75,5,2.51,2,3.39,108,7.65,850,7.98,7,3.39,4,3.45,192,8.23,1510,8.67,12,2.96
22:00:01-23:00:00,2,3.51,29,3.15,224,3.31,3.4,1.7,4,6.78,75,5.31,591,5.55,14,6.78,6,5.17,104,4.46,815,4.68,17,4.19
23:00:01-24:00:00,0,0,3,0.33,24,0.35,0,0,0,0,24,1.7,184,1.73,0,0,0,0,27,1.16,208,1.19,0,0
,57,,920,,6768,,199.5,,59,,1412,,10658,,206.5,,116,,2332,,17426,,406,
