Route:- 3860,Date:- 10/30/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.44,0,0,0,0,7,2.44,0,0,0,0,0,0,0,0,1,1.14,0,0,0,0,7,1.14
06:00:01-07:00:00,3,7.32,11,1.04,76,0.79,17.7,6.17,6,12.77,39,4.76,272,3.38,42,12.77,9,10.23,50,2.67,348,1.97,60,9.74
07:00:01-08:00:00,3,7.32,41,3.89,360,3.74,21,7.32,3,6.38,42,5.12,530,6.59,21,6.38,6,6.82,83,4.43,890,5.04,42,6.82
08:00:01-09:00:00,4,9.76,112,10.64,974,10.12,28,9.76,6,12.77,87,10.61,833,10.35,42,12.77,10,11.36,199,10.62,1807,10.23,70,11.36
09:00:01-10:00:00,3,7.32,139,13.2,1288,13.38,21,7.32,3,6.38,150,18.29,1412,17.55,12,3.65,6,6.82,289,15.43,2700,15.28,33,5.36
10:00:01-11:00:00,4,9.76,192,18.23,1784,18.54,28,9.76,5,10.64,64,7.8,755,9.38,35,10.64,9,10.23,256,13.67,2539,14.37,63,10.23
11:00:01-12:00:00,2,4.88,72,6.84,704,7.32,14,4.88,3,6.38,48,5.85,522,6.49,21,6.38,5,5.68,120,6.41,1226,6.94,35,5.68
12:00:01-13:00:00,4,9.76,105,9.97,939,9.76,28,9.76,2,4.26,31,3.78,288,3.58,4.8,1.46,6,6.82,136,7.26,1227,6.94,33,5.36
13:00:01-14:00:00,3,7.32,24,2.28,212,2.2,6.6,2.3,3,6.38,76,9.27,790,9.82,21,6.38,6,6.82,100,5.34,1002,5.67,28,4.55
14:00:01-15:00:00,3,7.32,60,5.7,541,5.62,21,7.32,2,4.26,21,2.56,198,2.46,14,4.26,5,5.68,81,4.32,739,4.18,35,5.68
15:00:01-16:00:00,1,2.44,37,3.51,352,3.66,7,2.44,3,6.38,66,8.05,610,7.58,21,6.38,4,4.55,103,5.5,962,5.44,28,4.55
16:00:01-17:00:00,1,2.44,37,3.51,339,3.52,3.4,1.18,3,6.38,46,5.61,417,5.18,12,3.65,4,4.55,83,4.43,756,4.28,15,2.44
17:00:01-18:00:00,3,7.32,40,3.8,374,3.89,12,4.18,2,4.26,21,2.56,160,1.99,8,2.43,5,5.68,61,3.26,534,3.02,20,3.25
18:00:01-19:00:00,2,4.88,57,5.41,576,5.99,14,4.88,2,4.26,59,7.2,594,7.38,14,4.26,4,4.55,116,6.19,1170,6.62,28,4.55
19:00:01-20:00:00,0,0,7,0.66,38,0.39,0,0,2,4.26,51,6.22,488,6.06,14,4.26,2,2.27,58,3.1,526,2.98,14,2.27
20:00:01-21:00:00,1,2.44,43,4.08,401,4.17,7,2.44,1,2.13,11,1.34,110,1.37,7,2.13,2,2.27,54,2.88,511,2.89,14,2.27
21:00:01-22:00:00,3,7.32,57,5.41,520,5.4,21,7.32,0,0,7,0.85,68,0.85,0,0,3,3.41,64,3.42,588,3.33,21,3.41
22:00:01-23:00:00,0,0,19,1.8,146,1.52,0,0,1,2.13,1,0.12,0,0,7,2.13,1,1.14,20,1.07,146,0.83,7,1.14
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,41,,1053,,9624,,287,,47,,820,,8047,,329,,88,,1873,,17671,,616,
