Route:- 3310,Date:- 10/30/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,5,15.63,107,8.17,1274,8.61,45,15.63,3,10.34,19,1.89,242,2.08,27,10.34,8,13.11,126,5.44,1516,5.73,72,13.11
07:00:01-08:00:00,3,9.38,80,6.11,1016,6.86,27,9.38,3,10.34,68,6.75,712,6.12,27,10.34,6,9.84,148,6.39,1728,6.54,54,9.84
08:00:01-09:00:00,1,3.13,125,9.54,1766,11.93,7.2,2.5,2,6.9,111,11.02,1566,13.46,18,6.9,3,4.92,236,10.19,3332,12.6,25,4.55
09:00:01-10:00:00,3,9.38,174,13.28,2132,14.4,27,9.38,1,3.45,60,5.96,716,6.15,2.2,0.84,4,6.56,234,10.1,2848,10.77,29,5.28
10:00:01-11:00:00,2,6.25,89,6.79,1060,7.16,18,6.25,3,10.34,92,9.14,990,8.51,27,10.34,5,8.2,181,7.81,2050,7.75,45,8.2
11:00:01-12:00:00,1,3.13,28,2.14,346,2.34,2.4,0.83,1,3.45,36,3.57,432,3.71,2.3,0.88,2,3.28,64,2.76,778,2.94,5,0.91
12:00:01-13:00:00,2,6.25,67,5.11,852,5.76,8,2.78,1,3.45,3,0.3,30,0.26,4,1.53,3,4.92,70,3.02,882,3.34,12,2.19
13:00:01-14:00:00,1,3.13,52,3.97,621,4.2,9,3.13,1,3.45,53,5.26,614,5.28,9,3.45,2,3.28,105,4.53,1235,4.67,18,3.28
14:00:01-15:00:00,2,6.25,27,2.06,166,1.12,18,6.25,2,6.9,21,2.09,232,1.99,18,6.9,4,6.56,48,2.07,398,1.51,36,6.56
15:00:01-16:00:00,0,0,50,3.82,388,2.62,0,0,0,0,0,0,0,0,0,0,0,0,50,2.16,388,1.47,0,0
16:00:01-17:00:00,2,6.25,67,5.11,678,4.58,18,6.25,1,3.45,69,6.85,704,6.05,9,3.45,3,4.92,136,5.87,1382,5.23,27,4.92
17:00:01-18:00:00,2,6.25,36,2.75,424,2.86,7.2,2.5,2,6.9,96,9.53,1286,11.05,18,6.9,4,6.56,132,5.7,1710,6.47,25,4.55
18:00:01-19:00:00,3,9.38,151,11.53,1472,9.94,27,9.38,2,6.9,102,10.13,1098,9.44,18,6.9,5,8.2,253,10.92,2570,9.72,45,8.2
19:00:01-20:00:00,0,0,76,5.8,706,4.77,0,0,3,10.34,96,9.53,1212,10.42,27,10.34,3,4.92,172,7.42,1918,7.25,27,4.92
20:00:01-21:00:00,2,6.25,52,3.97,479,3.24,18,6.25,0,0,43,4.27,398,3.42,0,0,2,3.28,95,4.1,877,3.32,18,3.28
21:00:01-22:00:00,3,9.38,93,7.1,1040,7.03,27,9.38,2,6.9,50,4.97,612,5.26,18,6.9,5,8.2,143,6.17,1652,6.25,45,8.2
22:00:01-23:00:00,0,0,36,2.75,382,2.58,0,0,2,6.9,61,6.06,532,4.57,15.2,5.82,2,3.28,97,4.19,914,3.46,15,2.73
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,27,2.68,260,2.23,0,0,0,0,27,1.17,260,0.98,0,0
,32,,1310,,14802,,288,,29,,1007,,11636,,261,,61,,2317,,26438,,549,
