Route:- 6074,Date:- 10/30/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,3.28,9,0.28,28,0.09,11,3.28,0,0,0,0,0,0,0,0,2,3.28,9,0.28,28,0.09,11,3.27
06:00:01-07:00:00,7,11.48,135,4.15,962,3.16,38.5,11.48,0,0,0,0,0,0,0,0,7,11.48,135,4.15,962,3.16,38,11.31
07:00:01-08:00:00,5,8.2,250,7.69,2433,7.99,21.5,6.41,0,0,0,0,0,0,0,0,5,8.2,250,7.69,2433,7.99,22,6.55
08:00:01-09:00:00,4,6.56,311,9.56,3079,10.11,11.2,3.34,0,0,0,0,0,0,0,0,4,6.56,311,9.56,3079,10.11,11,3.27
09:00:01-10:00:00,2,3.28,284,8.73,2949,9.68,6.2,1.85,0,0,0,0,0,0,0,0,2,3.28,284,8.73,2949,9.68,6,1.79
10:00:01-11:00:00,3,4.92,196,6.03,2028,6.66,16.5,4.92,0,0,0,0,0,0,0,0,3,4.92,196,6.03,2028,6.66,16,4.76
11:00:01-12:00:00,3,4.92,199,6.12,1857,6.1,12.9,3.85,0,0,0,0,0,0,0,0,3,4.92,199,6.12,1857,6.1,13,3.87
12:00:01-13:00:00,4,6.56,162,4.98,1500,4.93,22,6.56,0,0,0,0,0,0,0,0,4,6.56,162,4.98,1500,4.93,22,6.55
13:00:01-14:00:00,3,4.92,146,4.49,1238,4.07,8.1,2.41,0,0,0,0,0,0,0,0,3,4.92,146,4.49,1238,4.07,8,2.38
14:00:01-15:00:00,4,6.56,116,3.57,986,3.24,11.2,3.34,0,0,0,0,0,0,0,0,4,6.56,116,3.57,986,3.24,11,3.27
15:00:01-16:00:00,3,4.92,93,2.86,766,2.52,16.5,4.92,0,0,0,0,0,0,0,0,3,4.92,93,2.86,766,2.52,16,4.76
16:00:01-17:00:00,5,8.2,159,4.89,1400,4.6,27.5,8.2,0,0,0,0,0,0,0,0,5,8.2,159,4.89,1400,4.6,28,8.33
17:00:01-18:00:00,2,3.28,128,3.94,1276,4.19,8.6,2.56,0,0,0,0,0,0,0,0,2,3.28,128,3.94,1276,4.19,9,2.68
18:00:01-19:00:00,2,3.28,187,5.75,1746,5.73,11,3.28,0,0,0,0,0,0,0,0,2,3.28,187,5.75,1746,5.73,11,3.27
19:00:01-20:00:00,2,3.28,267,8.21,2534,8.32,11,3.28,0,0,0,0,0,0,0,0,2,3.28,267,8.21,2534,8.32,11,3.27
20:00:01-21:00:00,3,4.92,233,7.16,2203,7.23,12.9,3.85,0,0,0,0,0,0,0,0,3,4.92,233,7.16,2203,7.23,13,3.87
21:00:01-22:00:00,2,3.28,206,6.33,1961,6.44,8.6,2.56,0,0,0,0,0,0,0,0,2,3.28,206,6.33,1961,6.44,9,2.68
22:00:01-23:00:00,2,3.28,134,4.12,1226,4.03,5.4,1.61,0,0,0,0,0,0,0,0,2,3.28,134,4.12,1226,4.03,5,1.49
23:00:01-24:00:00,3,4.92,37,1.14,278,0.91,16.5,4.92,0,0,0,0,0,0,0,0,3,4.92,37,1.14,278,0.91,16,4.76
,61,,3252,,30450,,335.5,,0,,0,,0,,0,,61,,3252,,30450,,336,
