Route:- 6050,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,12,7.41,204,4.59,1644,4.3,31.2,7.41,7,4.38,40,0.98,325,0.9,18.2,4.38,19,5.9,244,2.86,1969,2.65,49,5.85
05:00:01-06:00:00,7,4.32,28,0.63,158,0.41,18.2,4.32,9,5.63,155,3.8,1404,3.89,23.4,5.63,16,4.97,183,2.15,1562,2.1,42,5.02
06:00:01-07:00:00,12,7.41,38,0.85,316,0.83,31.2,7.41,13,8.13,295,7.24,2234,6.19,33.8,8.13,25,7.76,333,3.91,2550,3.43,65,7.77
07:00:01-08:00:00,9,5.56,74,1.66,408,1.07,18,4.27,12,7.5,303,7.43,2690,7.45,31.2,7.5,21,6.52,377,4.42,3098,4.17,49,5.85
08:00:01-09:00:00,10,6.17,161,3.62,1246,3.26,26,6.17,10,6.25,504,12.37,4598,12.73,26,6.25,20,6.21,665,7.8,5844,7.86,52,6.21
09:00:01-10:00:00,11,6.79,183,4.11,1287,3.37,28.6,6.79,11,6.88,506,12.41,5036,13.95,28.6,6.88,22,6.83,689,8.08,6323,8.5,57,6.81
10:00:01-11:00:00,7,4.32,166,3.73,1183,3.09,18.2,4.32,9,5.63,321,7.88,2835,7.85,18,4.33,16,4.97,487,5.71,4018,5.4,36,4.3
11:00:01-12:00:00,6,3.7,124,2.79,1058,2.77,15.6,3.7,5,3.13,229,5.62,2134,5.91,10,2.4,11,3.42,353,4.14,3192,4.29,26,3.11
12:00:01-13:00:00,6,3.7,224,5.03,1853,4.85,15.6,3.7,5,3.13,167,4.1,1609,4.46,10,2.4,11,3.42,391,4.59,3462,4.66,26,3.11
13:00:01-14:00:00,8,4.94,204,4.59,1755,4.59,16,3.8,5,3.13,165,4.05,1434,3.97,13,3.13,13,4.04,369,4.33,3189,4.29,29,3.46
14:00:01-15:00:00,7,4.32,271,6.09,2415,6.31,18.2,4.32,9,5.63,203,4.98,1818,5.03,23.4,5.63,16,4.97,474,5.56,4233,5.69,42,5.02
15:00:01-16:00:00,5,3.09,202,4.54,1802,4.71,13,3.09,7,4.38,144,3.53,1292,3.58,18.2,4.38,12,3.73,346,4.06,3094,4.16,31,3.7
16:00:01-17:00:00,8,4.94,287,6.45,2428,6.35,20.8,4.94,5,3.13,143,3.51,1120,3.1,13,3.13,13,4.04,430,5.04,3548,4.77,34,4.06
17:00:01-18:00:00,9,5.56,283,6.36,2518,6.58,23.4,5.56,7,4.38,211,5.18,1839,5.09,18.2,4.38,16,4.97,494,5.79,4357,5.86,42,5.02
18:00:01-19:00:00,6,3.7,283,6.36,2515,6.58,15.6,3.7,7,4.38,190,4.66,1583,4.38,9.1,2.19,13,4.04,473,5.55,4098,5.51,25,2.99
19:00:01-20:00:00,9,5.56,477,10.72,4345,11.36,23.4,5.56,8,5,171,4.2,1407,3.9,16,3.85,17,5.28,648,7.6,5752,7.74,39,4.66
20:00:01-21:00:00,8,4.94,362,8.14,3251,8.5,20.8,4.94,7,4.38,137,3.36,1162,3.22,18.2,4.38,15,4.66,499,5.85,4413,5.94,39,4.66
21:00:01-22:00:00,9,5.56,381,8.56,3533,9.24,23.4,5.56,8,5,95,2.33,760,2.1,20.8,5,17,5.28,476,5.58,4293,5.77,44,5.26
22:00:01-23:00:00,8,4.94,311,6.99,2871,7.51,20.8,4.94,9,5.63,77,1.89,648,1.79,23.4,5.63,17,5.28,388,4.55,3519,4.73,44,5.26
23:00:01-24:00:00,5,3.09,186,4.18,1658,4.34,13,3.09,7,4.38,20,0.49,182,0.5,18.2,4.38,12,3.73,206,2.42,1840,2.47,31,3.7
,162,,4449,,38244,,421.2,,160,,4076,,36110,,416,,322,,8525,,74354,,837,
