Route:- 3860,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.08,0,0,0,0,7,2.08,0,0,0,0,0,0,0,0,1,1.03,0,0,0,0,7,1.03
06:00:01-07:00:00,5,10.42,7,0.58,34,0.31,29.5,8.78,7,14.29,51,5.18,288,3.31,49,14.29,12,12.37,58,2.65,322,1.64,78,11.49
07:00:01-08:00:00,7,14.58,50,4.14,472,4.3,49,14.58,6,12.24,66,6.71,658,7.57,14.4,4.2,13,13.4,116,5.29,1130,5.75,63,9.28
08:00:01-09:00:00,7,14.58,113,9.36,1079,9.84,49,14.58,5,10.2,147,14.94,1514,17.42,18,5.25,12,12.37,260,11.87,2593,13.19,67,9.87
09:00:01-10:00:00,4,8.33,161,13.34,1432,13.06,9.6,2.86,5,10.2,122,12.4,1011,11.63,22,6.41,9,9.28,283,12.92,2443,12.43,32,4.71
10:00:01-11:00:00,2,4.17,215,17.81,2088,19.04,14,4.17,3,6.12,70,7.11,797,9.17,21,6.12,5,5.15,285,13.01,2885,14.68,35,5.15
11:00:01-12:00:00,2,4.17,61,5.05,535,4.88,4,1.19,3,6.12,44,4.47,462,5.32,21,6.12,5,5.15,105,4.79,997,5.07,25,3.68
12:00:01-13:00:00,3,6.25,71,5.88,601,5.48,21,6.25,0,0,3,0.3,24,0.28,0,0,3,3.09,74,3.38,625,3.18,21,3.09
13:00:01-14:00:00,2,4.17,35,2.9,324,2.95,4,1.19,4,8.16,85,8.64,688,7.92,28,8.16,6,6.19,120,5.48,1012,5.15,32,4.71
14:00:01-15:00:00,3,6.25,83,6.88,752,6.86,21,6.25,2,4.08,0,0,0,0,14,4.08,5,5.15,83,3.79,752,3.83,35,5.15
15:00:01-16:00:00,2,4.17,65,5.39,550,5.02,11.8,3.51,2,4.08,90,9.15,722,8.31,14,4.08,4,4.12,155,7.07,1272,6.47,26,3.83
16:00:01-17:00:00,0,0,26,2.15,225,2.05,0,0,3,6.12,56,5.69,457,5.26,21,6.12,3,3.09,82,3.74,682,3.47,21,3.09
17:00:01-18:00:00,3,6.25,66,5.47,599,5.46,21,6.25,1,2.04,70,7.11,664,7.64,7,2.04,4,4.12,136,6.21,1263,6.42,28,4.12
18:00:01-19:00:00,2,4.17,89,7.37,823,7.51,14,4.17,3,6.12,65,6.61,540,6.21,21,6.12,5,5.15,154,7.03,1363,6.93,35,5.15
19:00:01-20:00:00,2,4.17,66,5.47,570,5.2,4,1.19,2,4.08,78,7.93,591,6.8,14,4.08,4,4.12,144,6.57,1161,5.91,18,2.65
20:00:01-21:00:00,1,2.08,67,5.55,584,5.33,2.4,0.71,1,2.04,32,3.25,238,2.74,7,2.04,2,2.06,99,4.52,822,4.18,9,1.33
21:00:01-22:00:00,2,4.17,27,2.24,250,2.28,14,4.17,1,2.04,5,0.51,38,0.44,7,2.04,3,3.09,32,1.46,288,1.47,21,3.09
22:00:01-23:00:00,0,0,5,0.41,48,0.44,0,0,1,2.04,0,0,0,0,7,2.04,1,1.03,5,0.23,48,0.24,7,1.03
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,48,,1207,,10966,,336,,49,,984,,8692,,343,,97,,2191,,19658,,679,
