Route:- 6120,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.78,5,0.79,40,0.76,2.8,2.78,1,1.49,5,0.39,40,0.4,3,1.6
06:00:01-07:00:00,1,3.23,5,0.76,40,0.85,2.8,3.23,3,8.33,49,7.77,314,5.99,8.4,8.33,4,5.97,54,4.19,354,3.56,11,5.85
07:00:01-08:00:00,4,12.9,7,1.06,52,1.1,11.2,12.9,4,11.11,53,8.4,458,8.74,7.2,7.14,8,11.94,60,4.65,510,5.12,18,9.57
08:00:01-09:00:00,3,9.68,23,3.49,184,3.9,8.4,9.68,3,8.33,71,11.25,528,10.08,8.4,8.33,6,8.96,94,7.29,712,7.15,17,9.04
09:00:01-10:00:00,3,9.68,19,2.88,138,2.93,8.4,9.68,4,11.11,125,19.81,1232,23.52,11.2,11.11,7,10.45,144,11.16,1370,13.76,20,10.64
10:00:01-11:00:00,3,9.68,55,8.35,365,7.74,8.4,9.68,3,8.33,80,12.68,737,14.07,5.4,5.36,6,8.96,135,10.47,1102,11.07,14,7.45
11:00:01-12:00:00,2,6.45,23,3.49,181,3.84,5.6,6.45,3,8.33,59,9.35,515,9.83,7.8,7.74,5,7.46,82,6.36,696,6.99,13,6.91
12:00:01-13:00:00,2,6.45,45,6.83,355,7.53,5.6,6.45,2,5.56,57,9.03,450,8.59,5.6,5.56,4,5.97,102,7.91,805,8.09,11,5.85
13:00:01-14:00:00,2,6.45,65,9.86,328,6.96,5.6,6.45,2,5.56,29,4.6,222,4.24,3.6,3.57,4,5.97,94,7.29,550,5.53,9,4.79
14:00:01-15:00:00,1,3.23,26,3.95,186,3.94,1.8,2.07,2,5.56,32,5.07,186,3.55,5.6,5.56,3,4.48,58,4.5,372,3.74,7,3.72
15:00:01-16:00:00,2,6.45,45,6.83,254,5.39,5.6,6.45,1,2.78,11,1.74,94,1.79,2.8,2.78,3,4.48,56,4.34,348,3.5,8,4.26
16:00:01-17:00:00,2,6.45,42,6.37,307,6.51,5.6,6.45,1,2.78,12,1.9,114,2.18,2.8,2.78,3,4.48,54,4.19,421,4.23,8,4.26
17:00:01-18:00:00,0,0,12,1.82,56,1.19,0,0,2,5.56,14,2.22,98,1.87,5.6,5.56,2,2.99,26,2.02,154,1.55,6,3.19
18:00:01-19:00:00,1,3.23,63,9.56,489,10.37,2.8,3.23,1,2.78,10,1.58,64,1.22,2.8,2.78,2,2.99,73,5.66,553,5.56,6,3.19
19:00:01-20:00:00,1,3.23,57,8.65,452,9.59,2.8,3.23,1,2.78,5,0.79,44,0.84,1.3,1.29,2,2.99,62,4.81,496,4.98,4,2.13
20:00:01-21:00:00,1,3.23,63,9.56,464,9.84,2.8,3.23,1,2.78,10,1.58,78,1.49,2.6,2.58,2,2.99,73,5.66,542,5.45,5,2.66
21:00:01-22:00:00,2,6.45,86,13.05,680,14.42,5.6,6.45,0,0,3,0.48,24,0.46,0,0,2,2.99,89,6.9,704,7.07,6,3.19
22:00:01-23:00:00,1,3.23,23,3.49,184,3.9,2.8,3.23,1,2.78,4,0.63,36,0.69,2.8,2.78,2,2.99,27,2.09,220,2.21,6,3.19
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.78,2,0.32,4,0.08,2.8,2.78,1,1.49,2,0.16,4,0.04,3,1.6
,31,,659,,4715,,86.8,,36,,631,,5238,,100.8,,67,,1290,,9953,,188,
