Route:- 6040,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,3.7,0,0,0,0,7,3.7,0,0,0,0,0,0,0,0,2,1.89,0,0,0,0,7,1.89
06:00:01-07:00:00,4,7.41,40,5.11,173,2.99,14,7.41,4,7.69,27,2.52,130,1.63,14,7.69,8,7.55,67,3.61,303,2.2,28,7.55
07:00:01-08:00:00,3,5.56,43,5.49,269,4.64,10.5,5.56,5,9.62,69,6.44,414,5.2,17.5,9.62,8,7.55,112,6.04,683,4.96,28,7.55
08:00:01-09:00:00,3,5.56,28,3.58,154,2.66,10.5,5.56,3,5.77,78,7.28,602,7.56,10.5,5.77,6,5.66,106,5.71,756,5.49,21,5.66
09:00:01-10:00:00,3,5.56,52,6.64,366,6.32,10.5,5.56,2,3.85,52,4.85,374,4.69,7,3.85,5,4.72,104,5.61,740,5.38,18,4.85
10:00:01-11:00:00,2,3.7,30,3.83,174,3,7,3.7,3,5.77,68,6.34,496,6.23,10.5,5.77,5,4.72,98,5.28,670,4.87,18,4.85
11:00:01-12:00:00,3,5.56,22,2.81,173,2.99,10.5,5.56,2,3.85,21,1.96,150,1.88,7,3.85,5,4.72,43,2.32,323,2.35,18,4.85
12:00:01-13:00:00,2,3.7,29,3.7,239,4.13,7,3.7,2,3.85,49,4.57,339,4.26,7,3.85,4,3.77,78,4.2,578,4.2,14,3.77
13:00:01-14:00:00,5,9.26,56,7.15,430,7.42,17.5,9.26,7,13.46,72,6.72,531,6.67,24.5,13.46,12,11.32,128,6.9,961,6.99,42,11.32
14:00:01-15:00:00,1,1.85,6,0.77,48,0.83,3.5,1.85,1,1.92,44,4.1,324,4.07,1.7,0.93,2,1.89,50,2.7,372,2.7,5,1.35
15:00:01-16:00:00,5,9.26,24,3.07,140,2.42,17.5,9.26,4,7.69,30,2.8,218,2.74,14,7.69,9,8.49,54,2.91,358,2.6,32,8.63
16:00:01-17:00:00,3,5.56,25,3.19,136,2.35,10.5,5.56,2,3.85,42,3.92,296,3.72,3.4,1.87,5,4.72,67,3.61,432,3.14,14,3.77
17:00:01-18:00:00,5,9.26,87,11.11,703,12.14,17.5,9.26,3,5.77,45,4.2,364,4.57,10.5,5.77,8,7.55,132,7.12,1067,7.76,28,7.55
18:00:01-19:00:00,1,1.85,46,5.87,399,6.89,2.2,1.16,4,7.69,88,8.21,682,8.56,10,5.49,5,4.72,134,7.22,1081,7.86,12,3.23
19:00:01-20:00:00,5,9.26,113,14.43,916,15.81,17.5,9.26,4,7.69,177,16.51,1384,17.37,14,7.69,9,8.49,290,15.63,2300,16.72,32,8.63
20:00:01-21:00:00,6,11.11,124,15.84,1020,17.61,21,11.11,3,5.77,139,12.97,1106,13.88,7.5,4.12,9,8.49,263,14.18,2126,15.45,28,7.55
21:00:01-22:00:00,0,0,48,6.13,386,6.66,0,0,2,3.85,1,0.09,8,0.1,4.4,2.42,2,1.89,49,2.64,394,2.86,4,1.08
22:00:01-23:00:00,1,1.85,10,1.28,66,1.14,3.5,1.85,0,0,47,4.38,368,4.62,0,0,1,0.94,57,3.07,434,3.15,4,1.08
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,1.92,23,2.15,180,2.26,3.5,1.92,1,0.94,23,1.24,180,1.31,4,1.08
,54,,783,,5792,,189,,52,,1072,,7966,,182,,106,,1855,,13758,,371,
