Route:- 4100,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,8.33,20,1.09,164,0.78,43.5,8.33,0,0,0,0,0,0,0,0,3,3.95,20,0.49,164,0.37,44,3.99
06:00:01-07:00:00,5,13.89,68,3.69,634,3.03,27,5.17,2,5,33,1.48,358,1.53,29,5,7,9.21,101,2.48,992,2.24,56,5.08
07:00:01-08:00:00,2,5.56,111,6.03,1476,7.05,29,5.56,4,10,97,4.34,988,4.21,7.6,1.31,6,7.89,208,5.1,2464,5.55,37,3.36
08:00:01-09:00:00,3,8.33,290,15.74,3572,17.07,10.8,2.07,2,5,201,9,2274,9.7,29,5,5,6.58,491,12.05,5846,13.17,40,3.63
09:00:01-10:00:00,1,2.78,237,12.87,2780,13.28,3.6,0.69,4,10,219,9.81,2446,10.43,17.6,3.03,5,6.58,456,11.19,5226,11.78,21,1.91
10:00:01-11:00:00,2,5.56,84,4.56,974,4.65,8,1.53,1,2.5,169,7.57,1724,7.35,2.4,0.41,3,3.95,253,6.21,2698,6.08,10,0.91
11:00:01-12:00:00,3,8.33,130,7.06,1693,8.09,43.5,8.33,2,5,68,3.05,766,3.27,17.8,3.07,5,6.58,198,4.86,2459,5.54,61,5.54
12:00:01-13:00:00,1,2.78,127,6.89,1499,7.16,4,0.77,2,5,109,4.88,1347,5.74,29,5,3,3.95,236,5.79,2846,6.41,33,2.99
13:00:01-14:00:00,2,5.56,69,3.75,835,3.99,6.4,1.23,2,5,134,6,1586,6.76,9.2,1.59,4,5.26,203,4.98,2421,5.46,16,1.45
14:00:01-15:00:00,3,8.33,48,2.61,577,2.76,43.5,8.33,4,10,136,6.09,1409,6.01,14.8,2.55,7,9.21,184,4.52,1986,4.48,58,5.26
15:00:01-16:00:00,2,5.56,59,3.2,625,2.99,6.4,1.23,2,5,55,2.46,600,2.56,29,5,4,5.26,114,2.8,1225,2.76,35,3.18
16:00:01-17:00:00,2,5.56,93,5.05,953,4.55,29,5.56,2,5,66,2.96,586,2.5,14,2.41,4,5.26,159,3.9,1539,3.47,43,3.9
17:00:01-18:00:00,2,5.56,57,3.09,692,3.31,10,1.92,3,7.5,158,7.08,1504,6.41,43.5,7.5,5,6.58,215,5.28,2196,4.95,54,4.9
18:00:01-19:00:00,1,2.78,116,6.3,1211,5.79,1.9,0.36,3,7.5,170,7.61,1731,7.38,7.8,1.34,4,5.26,286,7.02,2942,6.63,10,0.91
19:00:01-20:00:00,1,2.78,105,5.7,1060,5.07,7.2,1.38,4,10,334,14.96,3272,13.95,58,10,5,6.58,439,10.77,4332,9.76,65,5.9
20:00:01-21:00:00,3,8.33,146,7.93,1379,6.59,43.5,8.33,2,5,117,5.24,1184,5.05,29,5,5,6.58,263,6.45,2563,5.78,72,6.53
21:00:01-22:00:00,0,0,59,3.2,574,2.74,0,0,1,2.5,127,5.69,1273,5.43,14.5,2.5,1,1.32,186,4.56,1847,4.16,14,1.27
22:00:01-23:00:00,0,0,23,1.25,228,1.09,0,0,0,0,40,1.79,402,1.71,0,0,0,0,63,1.55,630,1.42,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,36,,1842,,20926,,522,,40,,2233,,23450,,580,,76,,4075,,44376,,1102,
