Route:- 6020,Date:- 10/31/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,1.57,11,0.26,108,0.24,10.4,1.57,0,0,0,0,0,0,0,0,2,0.8,11,0.15,108,0.14,10,0.77
06:00:01-07:00:00,8,6.3,290,6.8,2927,6.47,24,3.63,6,4.88,42,1.27,260,0.8,31.2,4.88,14,5.6,332,4.38,3187,4.09,55,4.23
07:00:01-08:00:00,12,9.45,333,7.81,3558,7.87,36,5.45,8,6.5,134,4.04,1178,3.61,41.6,6.5,20,8,467,6.16,4736,6.08,78,6
08:00:01-09:00:00,10,7.87,473,11.09,5132,11.35,30,4.54,8,6.5,78,2.35,726,2.22,41.6,6.5,18,7.2,551,7.27,5858,7.52,72,5.54
09:00:01-10:00:00,10,7.87,547,12.82,6060,13.4,52,7.87,10,8.13,102,3.08,982,3.01,52,8.13,20,8,649,8.56,7042,9.04,104,8
10:00:01-11:00:00,7,5.51,462,10.83,5068,11.2,29.4,4.45,9,7.32,71,2.14,824,2.52,46.8,7.32,16,6.4,533,7.03,5892,7.56,76,5.85
11:00:01-12:00:00,10,7.87,332,7.78,3770,8.34,46,6.97,9,7.32,93,2.81,963,2.95,46.8,7.32,19,7.6,425,5.61,4733,6.08,93,7.15
12:00:01-13:00:00,7,5.51,231,5.41,2469,5.46,36.4,5.51,7,5.69,123,3.71,1145,3.5,36.4,5.69,14,5.6,354,4.67,3614,4.64,73,5.62
13:00:01-14:00:00,6,4.72,267,6.26,2869,6.34,25.2,3.82,7,5.69,72,2.17,744,2.28,36.4,5.69,13,5.2,339,4.47,3613,4.64,62,4.77
14:00:01-15:00:00,7,5.51,213,4.99,2208,4.88,27.3,4.13,7,5.69,79,2.38,849,2.6,36.4,5.69,14,5.6,292,3.85,3057,3.92,64,4.92
15:00:01-16:00:00,8,6.3,167,3.91,1743,3.85,41.6,6.3,7,5.69,206,6.22,2018,6.18,28,4.38,15,6,373,4.92,3761,4.83,70,5.38
16:00:01-17:00:00,5,3.94,123,2.88,1232,2.72,15,2.27,7,5.69,291,8.78,2736,8.37,36.4,5.69,12,4.8,414,5.46,3968,5.09,51,3.92
17:00:01-18:00:00,6,4.72,189,4.43,1874,4.14,31.2,4.72,7,5.69,385,11.62,3904,11.95,29.4,4.6,13,5.2,574,7.57,5778,7.42,61,4.69
18:00:01-19:00:00,9,7.09,122,2.86,1278,2.83,46.8,7.09,8,6.5,497,15,4993,15.28,33.6,5.25,17,6.8,619,8.17,6271,8.05,80,6.15
19:00:01-20:00:00,5,3.94,154,3.61,1434,3.17,26,3.94,5,4.07,312,9.41,3122,9.56,21,3.28,10,4,466,6.15,4556,5.85,47,3.62
20:00:01-21:00:00,8,6.3,172,4.03,1688,3.73,41.6,6.3,9,7.32,401,12.1,3984,12.19,37.8,5.91,17,6.8,573,7.56,5672,7.28,79,6.08
21:00:01-22:00:00,4,3.15,133,3.12,1338,2.96,6.4,0.97,4,3.25,252,7.6,2486,7.61,19.6,3.06,8,3.2,385,5.08,3824,4.91,26,2
22:00:01-23:00:00,3,2.36,47,1.1,474,1.05,15.6,2.36,5,4.07,145,4.38,1432,4.38,21,3.28,8,3.2,192,2.53,1906,2.45,37,2.85
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,31,0.94,324,0.99,0,0,0,0,31,0.41,324,0.42,0,0
,127,,4266,,45230,,660.4,,123,,3314,,32670,,639.6,,250,,7580,,77900,,1300,
