Route:- 6120,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.56,1,0.15,8,0.15,2.8,2.56,1,2.27,3,0.45,20,0.37,2.8,2.27,2,2.41,4,0.3,28,0.26,6,2.59
06:00:01-07:00:00,2,5.13,4,0.58,28,0.53,5.6,5.13,3,6.82,31,4.63,280,5.14,8.4,6.82,5,6.02,35,2.58,308,2.88,14,6.03
07:00:01-08:00:00,3,7.69,5,0.73,36,0.68,8.4,7.69,6,13.64,66,9.85,556,10.21,16.8,13.64,9,10.84,71,5.24,592,5.53,25,10.78
08:00:01-09:00:00,4,10.26,21,3.07,150,2.85,11.2,10.26,4,9.09,48,7.16,371,6.81,11.2,9.09,8,9.64,69,5.1,521,4.87,22,9.48
09:00:01-10:00:00,4,10.26,24,3.51,172,3.27,11.2,10.26,4,9.09,66,9.85,475,8.72,11.2,9.09,8,9.64,90,6.65,647,6.04,22,9.48
10:00:01-11:00:00,2,5.13,24,3.51,182,3.46,5.6,5.13,3,6.82,45,6.72,384,7.05,8.4,6.82,5,6.02,69,5.1,566,5.29,14,6.03
11:00:01-12:00:00,3,7.69,44,6.43,408,7.76,8.4,7.69,3,6.82,93,13.88,949,17.43,8.4,6.82,6,7.23,137,10.12,1357,12.68,17,7.33
12:00:01-13:00:00,2,5.13,39,5.7,255,4.85,5.6,5.13,3,6.82,44,6.57,324,5.95,8.4,6.82,5,6.02,83,6.13,579,5.41,14,6.03
13:00:01-14:00:00,3,7.69,32,4.68,236,4.49,8.4,7.69,2,4.55,52,7.76,383,7.03,5.2,4.22,5,6.02,84,6.2,619,5.78,14,6.03
14:00:01-15:00:00,2,5.13,43,6.29,309,5.87,5.6,5.13,2,4.55,33,4.93,241,4.43,5.6,4.55,4,4.82,76,5.61,550,5.14,11,4.74
15:00:01-16:00:00,3,7.69,39,5.7,284,5.4,8.4,7.69,3,6.82,30,4.48,250,4.59,8.4,6.82,6,7.23,69,5.1,534,4.99,17,7.33
16:00:01-17:00:00,1,2.56,37,5.41,280,5.32,1.8,1.65,2,4.55,28,4.18,226,4.15,5.2,4.22,3,3.61,65,4.8,506,4.73,7,3.02
17:00:01-18:00:00,3,7.69,62,9.06,459,8.72,8.4,7.69,1,2.27,27,4.03,192,3.53,2.6,2.11,4,4.82,89,6.57,651,6.08,11,4.74
18:00:01-19:00:00,0,0,56,8.19,443,8.42,0,0,1,2.27,23,3.43,178,3.27,2.8,2.27,1,1.2,79,5.83,621,5.8,3,1.29
19:00:01-20:00:00,2,5.13,70,10.23,561,10.66,5.6,5.13,1,2.27,35,5.22,276,5.07,1.8,1.46,3,3.61,105,7.75,837,7.82,7,3.02
20:00:01-21:00:00,0,0,65,9.5,533,10.13,0,0,2,4.55,17,2.54,118,2.17,5.6,4.55,2,2.41,82,6.06,651,6.08,6,2.59
21:00:01-22:00:00,3,7.69,96,14.04,743,14.12,8.4,7.69,2,4.55,25,3.73,198,3.64,5.2,4.22,5,6.02,121,8.94,941,8.79,14,6.03
22:00:01-23:00:00,1,2.56,22,3.22,174,3.31,2.8,2.56,1,2.27,4,0.6,24,0.44,2.6,2.11,2,2.41,26,1.92,198,1.85,5,2.16
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,39,,684,,5261,,109.2,,44,,670,,5445,,123.2,,83,,1354,,10706,,232,
