Route:- 3400,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,8.57,138,6.2,1436,6.34,25.8,8.57,0,0,0,0,0,0,0,0,3,4.35,138,2.88,1436,2.93,26,4.38
07:00:01-08:00:00,3,8.57,239,10.74,2501,11.04,10.5,3.49,5,14.71,245,9.57,2540,9.66,43,14.71,8,11.59,484,10.12,5041,10.3,54,9.11
08:00:01-09:00:00,4,11.43,223,10.02,2398,10.58,34.4,11.43,3,8.82,400,15.63,4028,15.31,20.4,6.98,7,10.14,623,13.02,6426,13.12,55,9.27
09:00:01-10:00:00,2,5.71,232,10.43,2392,10.56,17.2,5.71,3,8.82,185,7.23,1896,7.21,12,4.1,5,7.25,417,8.72,4288,8.76,29,4.89
10:00:01-11:00:00,3,8.57,190,8.54,2158,9.52,25.8,8.57,2,5.88,220,8.6,2092,7.95,4.4,1.5,5,7.25,410,8.57,4250,8.68,30,5.06
11:00:01-12:00:00,2,5.71,139,6.25,1577,6.96,17.2,5.71,2,5.88,166,6.49,1291,4.91,17.2,5.88,4,5.8,305,6.38,2868,5.86,34,5.73
12:00:01-13:00:00,1,2.86,54,2.43,531,2.34,4,1.33,2,5.88,304,11.88,3489,13.26,9.2,3.15,3,4.35,358,7.48,4020,8.21,13,2.19
13:00:01-14:00:00,2,5.71,137,6.16,1672,7.38,17.2,5.71,1,2.94,64,2.5,581,2.21,4.4,1.5,3,4.35,201,4.2,2253,4.6,22,3.71
14:00:01-15:00:00,3,8.57,102,4.58,969,4.28,25.8,8.57,4,11.76,201,7.85,2281,8.67,34.4,11.76,7,10.14,303,6.33,3250,6.64,60,10.12
15:00:01-16:00:00,3,8.57,55,2.47,465,2.05,12,3.99,1,2.94,46,1.8,457,1.74,4.6,1.57,4,5.8,101,2.11,922,1.88,17,2.87
16:00:01-17:00:00,3,8.57,144,6.47,1485,6.55,25.8,8.57,2,5.88,119,4.65,1195,4.54,8,2.74,5,7.25,263,5.5,2680,5.47,34,5.73
17:00:01-18:00:00,2,5.71,218,9.8,1710,7.55,17.2,5.71,1,2.94,56,2.19,637,2.42,8.6,2.94,3,4.35,274,5.73,2347,4.79,26,4.38
18:00:01-19:00:00,0,0,54,2.43,450,1.99,0,0,3,8.82,158,6.17,1836,6.98,25.8,8.82,3,4.35,212,4.43,2286,4.67,26,4.38
19:00:01-20:00:00,1,2.86,30,1.35,318,1.4,8.6,2.86,0,0,194,7.58,1995,7.58,0,0,1,1.45,224,4.68,2313,4.72,9,1.52
20:00:01-21:00:00,1,2.86,175,7.87,1738,7.67,8.6,2.86,1,2.94,38,1.48,336,1.28,8.6,2.94,2,2.9,213,4.45,2074,4.24,17,2.87
21:00:01-22:00:00,0,0,15,0.67,142,0.63,0,0,1,2.94,114,4.45,1152,4.38,8.6,2.94,1,1.45,129,2.7,1294,2.64,9,1.52
22:00:01-23:00:00,2,5.71,61,2.74,537,2.37,17.2,5.71,1,2.94,23,0.9,218,0.83,8.6,2.94,3,4.35,84,1.76,755,1.54,26,4.38
23:00:01-24:00:00,0,0,19,0.85,180,0.79,0,0,2,5.88,26,1.02,280,1.06,4.4,1.5,2,2.9,45,0.94,460,0.94,4,0.67
,35,,2225,,22659,,301,,34,,2559,,26304,,292.4,,69,,4784,,48963,,593,
