Route:- 4781,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,5.41,0,0,0,0,53.6,5.41,0,0,33,1.82,270,1.54,0,0,2,2.6,33,0.83,270,0.71,54,2.62
05:00:01-06:00:00,2,5.41,17,0.78,288,1.38,53.6,5.41,0,0,0,0,0,0,0,0,2,2.6,17,0.43,288,0.75,54,2.62
06:00:01-07:00:00,2,5.41,108,4.99,658,3.16,5.8,0.58,2,5,98,5.41,674,3.85,53.6,5,4,5.19,206,5.18,1332,3.48,59,2.86
07:00:01-08:00:00,3,8.11,218,10.06,1990,9.57,80.4,8.11,2,5,113,6.24,900,5.15,5.6,0.52,5,6.49,331,8.32,2890,7.55,86,4.17
08:00:01-09:00:00,1,2.7,149,6.88,1574,7.57,26.8,2.7,3,7.5,229,12.64,2220,12.69,8.7,0.81,4,5.19,378,9.5,3794,9.91,36,1.74
09:00:01-10:00:00,2,5.41,157,7.25,1541,7.41,10.2,1.03,1,2.5,125,6.9,1324,7.57,7.9,0.74,3,3.9,282,7.09,2865,7.48,18,0.87
10:00:01-11:00:00,0,0,169,7.8,1251,6.01,0,0,1,2.5,83,4.58,880,5.03,26.8,2.5,1,1.3,252,6.33,2131,5.57,27,1.31
11:00:01-12:00:00,3,8.11,126,5.82,1146,5.51,24.6,2.48,7,17.5,124,6.84,1275,7.29,33.6,3.13,10,12.99,250,6.28,2421,6.32,58,2.81
12:00:01-13:00:00,1,2.7,110,5.08,840,4.04,18.9,1.91,4,10,102,5.63,856,4.89,39.6,3.69,5,6.49,212,5.33,1696,4.43,58,2.81
13:00:01-14:00:00,3,8.11,89,4.11,941,4.52,8.7,0.88,3,7.5,94,5.19,860,4.92,12.6,1.18,6,7.79,183,4.6,1801,4.7,21,1.02
14:00:01-15:00:00,3,8.11,69,3.19,779,3.75,7.2,0.73,2,5,83,4.58,830,4.75,4.8,0.45,5,6.49,152,3.82,1609,4.2,12,0.58
15:00:01-16:00:00,2,5.41,139,6.42,1261,6.06,16.4,1.65,2,5,91,5.02,899,5.14,9.6,0.9,4,5.19,230,5.78,2160,5.64,26,1.26
16:00:01-17:00:00,2,5.41,50,2.31,544,2.62,53.6,5.41,2,5,173,9.55,1645,9.4,5.8,0.54,4,5.19,223,5.61,2189,5.72,59,2.86
17:00:01-18:00:00,5,13.51,56,2.59,670,3.22,134,13.51,2,5,94,5.19,852,4.87,17,1.59,7,9.09,150,3.77,1522,3.97,151,7.32
18:00:01-19:00:00,1,2.7,142,6.56,1510,7.26,26.8,2.7,0,0,89,4.91,1176,6.72,0,0,1,1.3,231,5.81,2686,7.01,27,1.31
19:00:01-20:00:00,1,2.7,160,7.39,1368,6.58,2.8,0.28,1,2.5,24,1.32,240,1.37,3.5,0.33,2,2.6,184,4.63,1608,4.2,6,0.29
20:00:01-21:00:00,2,5.41,237,10.94,2448,11.77,5.8,0.58,3,7.5,21,1.16,242,1.38,80.4,7.5,5,6.49,258,6.49,2690,7.03,86,4.17
21:00:01-22:00:00,1,2.7,140,6.46,1604,7.71,2.4,0.24,2,5,114,6.29,1100,6.29,15.4,1.44,3,3.9,254,6.39,2704,7.06,18,0.87
22:00:01-23:00:00,1,2.7,30,1.39,386,1.86,2.4,0.24,2,5,102,5.63,1004,5.74,19.8,1.85,3,3.9,132,3.32,1390,3.63,22,1.07
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.5,20,1.1,244,1.4,5.1,0.48,1,1.3,20,0.5,244,0.64,5,0.24
,37,,2166,,20799,,991.6,,40,,1812,,17491,,1072,,77,,3978,,38290,,2064,
