Route:- 6064,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,12,6.49,426,3.6,3550,3.67,52.8,6.49,0,0,0,0,0,0,0,0,12,6.49,426,3.6,3550,3.67,53,6.51
05:00:01-06:00:00,7,3.78,76,0.64,506,0.52,14,1.72,0,0,0,0,0,0,0,0,7,3.78,76,0.64,506,0.52,14,1.72
06:00:01-07:00:00,11,5.95,270,2.28,2168,2.24,48.4,5.95,0,0,0,0,0,0,0,0,11,5.95,270,2.28,2168,2.24,48,5.9
07:00:01-08:00:00,9,4.86,617,5.22,5541,5.73,39.6,4.86,0,0,0,0,0,0,0,0,9,4.86,617,5.22,5541,5.73,40,4.91
08:00:01-09:00:00,11,5.95,744,6.29,6740,6.96,48.4,5.95,0,0,0,0,0,0,0,0,11,5.95,744,6.29,6740,6.96,48,5.9
09:00:01-10:00:00,10,5.41,958,8.1,7968,8.23,44,5.41,0,0,0,0,0,0,0,0,10,5.41,958,8.1,7968,8.23,44,5.41
10:00:01-11:00:00,10,5.41,869,7.35,7860,8.12,20,2.46,0,0,0,0,0,0,0,0,10,5.41,869,7.35,7860,8.12,20,2.46
11:00:01-12:00:00,5,2.7,590,4.99,5340,5.52,22,2.7,0,0,0,0,0,0,0,0,5,2.7,590,4.99,5340,5.52,22,2.7
12:00:01-13:00:00,5,2.7,400,3.38,3206,3.31,10,1.23,0,0,0,0,0,0,0,0,5,2.7,400,3.38,3206,3.31,10,1.23
13:00:01-14:00:00,6,3.24,305,2.58,2428,2.51,12,1.47,0,0,0,0,0,0,0,0,6,3.24,305,2.58,2428,2.51,12,1.47
14:00:01-15:00:00,7,3.78,467,3.95,3476,3.59,14,1.72,0,0,0,0,0,0,0,0,7,3.78,467,3.95,3476,3.59,14,1.72
15:00:01-16:00:00,13,7.03,537,4.54,4265,4.41,57.2,7.03,0,0,0,0,0,0,0,0,13,7.03,537,4.54,4265,4.41,57,7
16:00:01-17:00:00,8,4.32,588,4.97,4739,4.9,35.2,4.32,0,0,0,0,0,0,0,0,8,4.32,588,4.97,4739,4.9,35,4.3
17:00:01-18:00:00,11,5.95,625,5.28,4726,4.88,22,2.7,0,0,0,0,0,0,0,0,11,5.95,625,5.28,4726,4.88,22,2.7
18:00:01-19:00:00,13,7.03,887,7.5,6953,7.18,57.2,7.03,0,0,0,0,0,0,0,0,13,7.03,887,7.5,6953,7.18,57,7
19:00:01-20:00:00,12,6.49,1008,8.52,8025,8.29,24,2.95,0,0,0,0,0,0,0,0,12,6.49,1008,8.52,8025,8.29,24,2.95
20:00:01-21:00:00,10,5.41,924,7.81,7332,7.58,20,2.46,0,0,0,0,0,0,0,0,10,5.41,924,7.81,7332,7.58,20,2.46
21:00:01-22:00:00,10,5.41,706,5.97,5409,5.59,20,2.46,0,0,0,0,0,0,0,0,10,5.41,706,5.97,5409,5.59,20,2.46
22:00:01-23:00:00,10,5.41,578,4.89,4590,4.74,20,2.46,0,0,0,0,0,0,0,0,10,5.41,578,4.89,4590,4.74,20,2.46
23:00:01-24:00:00,5,2.7,252,2.13,1964,2.03,10,1.23,0,0,0,0,0,0,0,0,5,2.7,252,2.13,1964,2.03,10,1.23
,185,,11827,,96786,,814,,0,,0,,0,,0,,185,,11827,,96786,,814,
