Route:- 6040,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.59,0,0,0,0,3.5,1.59,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,4,0.91
06:00:01-07:00:00,5,7.94,69,5.23,239,2.43,17.5,7.94,4,6.45,55,2.97,229,1.67,14,6.45,9,7.2,124,3.91,468,1.99,32,7.31
07:00:01-08:00:00,3,4.76,62,4.7,376,3.82,10.5,4.76,4,6.45,57,3.08,464,3.38,10,4.61,7,5.6,119,3.75,840,3.57,20,4.57
08:00:01-09:00:00,3,4.76,105,7.95,922,9.38,10.5,4.76,4,6.45,103,5.56,646,4.71,6.8,3.13,7,5.6,208,6.56,1568,6.66,17,3.88
09:00:01-10:00:00,2,3.17,68,5.15,426,4.33,7,3.17,1,1.61,92,4.97,642,4.68,2.5,1.15,3,2.4,160,5.04,1068,4.54,10,2.28
10:00:01-11:00:00,3,4.76,94,7.12,706,7.18,7.5,3.4,3,4.84,48,2.59,355,2.59,10.5,4.84,6,4.8,142,4.48,1061,4.51,18,4.11
11:00:01-12:00:00,5,7.94,40,3.03,395,4.02,17.5,7.94,5,8.06,73,3.94,491,3.58,17.5,8.06,10,8,113,3.56,886,3.76,35,7.99
12:00:01-13:00:00,1,1.59,28,2.12,180,1.83,3.5,1.59,1,1.61,48,2.59,342,2.49,3.5,1.61,2,1.6,76,2.4,522,2.22,7,1.6
13:00:01-14:00:00,3,4.76,35,2.65,260,2.64,7.5,3.4,2,3.23,49,2.65,387,2.82,7,3.23,5,4,84,2.65,647,2.75,14,3.2
14:00:01-15:00:00,4,6.35,55,4.17,330,3.36,14,6.35,5,8.06,70,3.78,498,3.63,17.5,8.06,9,7.2,125,3.94,828,3.52,32,7.31
15:00:01-16:00:00,3,4.76,26,1.97,216,2.2,10.5,4.76,4,6.45,42,2.27,308,2.25,14,6.45,7,5.6,68,2.14,524,2.23,24,5.48
16:00:01-17:00:00,6,9.52,61,4.62,454,4.62,21,9.52,4,6.45,79,4.27,600,4.37,14,6.45,10,8,140,4.41,1054,4.48,35,7.99
17:00:01-18:00:00,4,6.35,103,7.8,828,8.42,14,6.35,5,8.06,149,8.05,1154,8.41,17.5,8.06,9,7.2,252,7.94,1982,8.42,32,7.31
18:00:01-19:00:00,5,7.94,150,11.36,1156,11.76,17.5,7.94,4,6.45,198,10.69,1550,11.3,10,4.61,9,7.2,348,10.97,2706,11.49,28,6.39
19:00:01-20:00:00,4,6.35,131,9.92,1079,10.98,14,6.35,5,8.06,252,13.61,1900,13.85,17.5,8.06,9,7.2,383,12.07,2979,12.65,32,7.31
20:00:01-21:00:00,5,7.94,166,12.58,1314,13.37,17.5,7.94,4,6.45,201,10.85,1555,11.34,10,4.61,9,7.2,367,11.57,2869,12.18,28,6.39
21:00:01-22:00:00,5,7.94,74,5.61,550,5.59,17.5,7.94,3,4.84,138,7.45,1074,7.83,7.5,3.46,8,6.4,212,6.68,1624,6.9,25,5.71
22:00:01-23:00:00,1,1.59,53,4.02,400,4.07,2.5,1.13,3,4.84,134,7.24,1026,7.48,10.5,4.84,4,3.2,187,5.9,1426,6.06,13,2.97
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,1.61,64,3.46,496,3.62,2.5,1.15,1,0.8,64,2.02,496,2.11,2,0.46
,63,,1320,,9831,,220.5,,62,,1852,,13717,,217,,125,,3172,,23548,,438,
