Route:- 6034,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.57,5,0.29,10,0.06,20.2,3.57,0,0,0,0,0,0,0,0,1,3.13,5,0.29,10,0.06,20,3.1
06:00:01-07:00:00,4,14.29,85,5.01,639,4.02,80.8,14.29,0,0,0,0,0,0,0,0,4,12.5,85,4.92,639,3.93,81,12.54
07:00:01-08:00:00,2,7.14,142,8.37,1360,8.55,5.4,0.95,0,0,0,0,0,0,0,0,2,6.25,142,8.23,1360,8.36,5,0.77
08:00:01-09:00:00,1,3.57,124,7.31,1271,7.99,2.7,0.48,0,0,0,0,0,0,0,0,1,3.13,124,7.18,1271,7.82,3,0.46
09:00:01-10:00:00,1,3.57,197,11.62,1867,11.73,11.2,1.98,0,0,0,0,0,0,0,0,1,3.13,197,11.41,1867,11.48,11,1.7
10:00:01-11:00:00,1,3.57,108,6.37,926,5.82,11.2,1.98,0,0,0,0,0,0,0,0,1,3.13,108,6.26,926,5.7,11,1.7
11:00:01-12:00:00,3,10.71,121,7.13,1423,8.94,60.6,10.71,0,0,0,0,0,0,0,0,3,9.38,121,7.01,1423,8.75,61,9.44
12:00:01-13:00:00,2,7.14,146,8.61,1302,8.18,5.6,0.99,1,25,1,3.33,8,2.3,20.2,25,3,9.38,147,8.52,1310,8.06,26,4.02
13:00:01-14:00:00,1,3.57,73,4.3,761,4.78,20.2,3.57,1,25,0,0,0,0,20.2,25,2,6.25,73,4.23,761,4.68,40,6.19
14:00:01-15:00:00,3,10.71,58,3.42,509,3.2,9.9,1.75,2,50,26,86.67,312,89.66,18,22.28,5,15.63,84,4.87,821,5.05,28,4.33
15:00:01-16:00:00,1,3.57,104,6.13,778,4.89,2.7,0.48,0,0,3,10,28,8.05,0,0,1,3.13,107,6.2,806,4.96,3,0.46
16:00:01-17:00:00,1,3.57,65,3.83,576,3.62,5,0.88,0,0,0,0,0,0,0,0,1,3.13,65,3.77,576,3.54,5,0.77
17:00:01-18:00:00,1,3.57,97,5.72,850,5.34,4.9,0.87,0,0,0,0,0,0,0,0,1,3.13,97,5.62,850,5.23,5,0.77
18:00:01-19:00:00,1,3.57,74,4.36,791,4.97,5.2,0.92,0,0,0,0,0,0,0,0,1,3.13,74,4.29,791,4.86,5,0.77
19:00:01-20:00:00,2,7.14,130,7.67,1240,7.79,4.6,0.81,0,0,0,0,0,0,0,0,2,6.25,130,7.53,1240,7.63,5,0.77
20:00:01-21:00:00,1,3.57,80,4.72,736,4.63,4.9,0.87,0,0,0,0,0,0,0,0,1,3.13,80,4.63,736,4.53,5,0.77
21:00:01-22:00:00,2,7.14,48,2.83,488,3.07,2.2,0.39,0,0,0,0,0,0,0,0,2,6.25,48,2.78,488,3,2,0.31
22:00:01-23:00:00,0,0,39,2.3,384,2.41,0,0,0,0,0,0,0,0,0,0,0,0,39,2.26,384,2.36,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,28,,1696,,15911,,565.6,,4,,30,,348,,80.8,,32,,1726,,16259,,646,
