Route:- 3310,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.45,11,0.74,84,0.55,9,3.45,0,0,0,0,0,0,0,0,1,1.82,11,0.42,84,0.3,9,1.82
06:00:01-07:00:00,3,10.34,100,6.76,908,5.97,22.8,8.74,2,7.69,43,3.85,464,3.6,18,7.69,5,9.09,143,5.51,1372,4.88,41,8.28
07:00:01-08:00:00,3,10.34,106,7.17,1169,7.69,27,10.34,3,11.54,167,14.96,1650,12.79,27,11.54,6,10.91,273,10.52,2819,10.03,54,10.91
08:00:01-09:00:00,3,10.34,70,4.73,826,5.43,27,10.34,3,11.54,75,6.72,956,7.41,12,5.13,6,10.91,145,5.59,1782,6.34,39,7.88
09:00:01-10:00:00,1,3.45,235,15.89,2685,17.66,4,1.53,0,0,25,2.24,216,1.67,0,0,1,1.82,260,10.02,2901,10.32,4,0.81
10:00:01-11:00:00,1,3.45,72,4.87,800,5.26,6.3,2.41,3,11.54,73,6.54,830,6.43,27,11.54,4,7.27,145,5.59,1630,5.8,33,6.67
11:00:01-12:00:00,1,3.45,88,5.95,462,3.04,9,3.45,1,3.85,52,4.66,739,5.73,7.6,3.25,2,3.64,140,5.39,1201,4.27,17,3.43
12:00:01-13:00:00,2,6.9,131,8.86,1549,10.19,18,6.9,0,0,25,2.24,168,1.3,0,0,2,3.64,156,6.01,1717,6.11,18,3.64
13:00:01-14:00:00,1,3.45,22,1.49,325,2.14,3.9,1.49,2,7.69,84,7.53,1080,8.37,18,7.69,3,5.45,106,4.08,1405,5,22,4.44
14:00:01-15:00:00,2,6.9,101,6.83,746,4.91,18,6.9,2,7.69,24,2.15,254,1.97,8,3.42,4,7.27,125,4.82,1000,3.56,26,5.25
15:00:01-16:00:00,2,6.9,57,3.85,596,3.92,18,6.9,0,0,56,5.02,524,4.06,0,0,2,3.64,113,4.35,1120,3.98,18,3.64
16:00:01-17:00:00,2,6.9,70,4.73,713,4.69,18,6.9,2,7.69,66,5.91,958,7.42,18,7.69,4,7.27,136,5.24,1671,5.95,36,7.27
17:00:01-18:00:00,0,0,13,0.88,148,0.97,0,0,1,3.85,91,8.15,1066,8.26,9,3.85,1,1.82,104,4.01,1214,4.32,9,1.82
18:00:01-19:00:00,1,3.45,33,2.23,402,2.64,9,3.45,1,3.85,75,6.72,850,6.59,9,3.85,2,3.64,108,4.16,1252,4.45,18,3.64
19:00:01-20:00:00,2,6.9,136,9.2,1390,9.14,18,6.9,1,3.85,0,0,0,0,9,3.85,3,5.45,136,5.24,1390,4.95,27,5.45
20:00:01-21:00:00,2,6.9,107,7.23,1052,6.92,8,3.07,2,7.69,70,6.27,986,7.64,18,7.69,4,7.27,177,6.82,2038,7.25,26,5.25
21:00:01-22:00:00,1,3.45,56,3.79,636,4.18,6.6,2.53,1,3.85,94,8.42,1070,8.29,5.2,2.22,2,3.64,150,5.78,1706,6.07,12,2.42
22:00:01-23:00:00,1,3.45,71,4.8,710,4.67,9,3.45,2,7.69,74,6.63,866,6.71,18,7.69,3,5.45,145,5.59,1576,5.61,27,5.45
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,22,1.97,228,1.77,0,0,0,0,22,0.85,228,0.81,0,0
,29,,1479,,15201,,261,,26,,1116,,12905,,234,,55,,2595,,28106,,495,
