Route:- 6080,Date:- 10/12/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.41,13,0.81,42,0.3,2.2,1.41,1,0.69,13,0.4,42,0.15,2,0.63
06:00:01-07:00:00,7,9.46,15,0.9,106,0.77,15.4,9.46,7,9.86,121,7.56,839,6.09,14,8.96,14,9.66,136,4.16,945,3.44,29,9.09
07:00:01-08:00:00,6,8.11,33,1.97,152,1.11,13.2,8.11,6,8.45,212,13.25,1921,13.94,13.2,8.45,12,8.28,245,7.49,2073,7.54,26,8.15
08:00:01-09:00:00,5,6.76,32,1.91,180,1.31,11,6.76,6,8.45,260,16.25,2540,18.44,13.2,8.45,11,7.59,292,8.92,2720,9.9,24,7.52
09:00:01-10:00:00,6,8.11,23,1.37,154,1.12,13.2,8.11,5,7.04,231,14.44,2172,15.76,11,7.04,11,7.59,254,7.76,2326,8.46,24,7.52
10:00:01-11:00:00,5,6.76,30,1.79,194,1.42,11,6.76,4,5.63,194,12.13,1558,11.31,8.8,5.63,9,6.21,224,6.84,1752,6.38,20,6.27
11:00:01-12:00:00,3,4.05,39,2.33,310,2.26,6.6,4.05,4,5.63,192,12,1629,11.82,8.8,5.63,7,4.83,231,7.06,1939,7.06,15,4.7
12:00:01-13:00:00,1,1.35,29,1.73,228,1.66,2.2,1.35,2,2.82,34,2.13,326,2.37,4.4,2.82,3,2.07,63,1.92,554,2.02,7,2.19
13:00:01-14:00:00,3,4.05,41,2.45,319,2.33,6.6,4.05,3,4.23,94,5.88,788,5.72,6.6,4.23,6,4.14,135,4.12,1107,4.03,13,4.08
14:00:01-15:00:00,3,4.05,50,2.99,381,2.78,6.6,4.05,2,2.82,27,1.69,204,1.48,4,2.56,5,3.45,77,2.35,585,2.13,11,3.45
15:00:01-16:00:00,4,5.41,40,2.39,270,1.97,8.8,5.41,4,5.63,42,2.63,341,2.47,8,5.12,8,5.52,82,2.51,611,2.22,17,5.33
16:00:01-17:00:00,2,2.7,87,5.2,707,5.16,4,2.46,3,4.23,17,1.06,122,0.89,6.6,4.23,5,3.45,104,3.18,829,3.02,11,3.45
17:00:01-18:00:00,4,5.41,133,7.95,1068,7.8,8.8,5.41,3,4.23,24,1.5,186,1.35,6.6,4.23,7,4.83,157,4.8,1254,4.56,15,4.7
18:00:01-19:00:00,3,4.05,135,8.07,1176,8.58,6.6,4.05,3,4.23,29,1.81,250,1.81,6.6,4.23,6,4.14,164,5.01,1426,5.19,13,4.08
19:00:01-20:00:00,6,8.11,244,14.58,2088,15.24,13.2,8.11,3,4.23,30,1.88,232,1.68,6.6,4.23,9,6.21,274,8.37,2320,8.44,20,6.27
20:00:01-21:00:00,4,5.41,217,12.97,1869,13.64,8.8,5.41,4,5.63,21,1.31,164,1.19,8.8,5.63,8,5.52,238,7.27,2033,7.4,18,5.64
21:00:01-22:00:00,5,6.76,233,13.93,1960,14.31,11,6.76,5,7.04,27,1.69,200,1.45,11,7.04,10,6.9,260,7.94,2160,7.86,22,6.9
22:00:01-23:00:00,5,6.76,227,13.57,1985,14.49,11,6.76,4,5.63,28,1.75,232,1.68,8.8,5.63,9,6.21,255,7.79,2217,8.07,20,6.27
23:00:01-24:00:00,2,2.7,65,3.89,554,4.04,4,2.46,2,2.82,4,0.25,32,0.23,4.4,2.82,4,2.76,69,2.11,586,2.13,8,2.51
,74,,1673,,13701,,162.8,,71,,1600,,13778,,156.2,,145,,3273,,27479,,319,
