Route:- 6120,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.23,0,0,0,0,2.8,3.23,1,3.13,6,0.85,38,0.63,2.8,3.13,2,3.17,6,0.37,38,0.29,6,3.41
06:00:01-07:00:00,3,9.68,7,0.76,48,0.68,5.4,6.22,3,9.38,85,11.97,522,8.63,8.4,9.38,6,9.52,92,5.65,570,4.35,14,7.95
07:00:01-08:00:00,3,9.68,15,1.63,88,1.25,8.4,9.68,3,9.38,78,10.99,759,12.54,8.4,9.38,6,9.52,93,5.71,847,6.46,17,9.66
08:00:01-09:00:00,2,6.45,19,2.07,144,2.04,5.6,6.45,3,9.38,66,9.3,763,12.61,8.4,9.38,5,7.94,85,5.22,907,6.91,14,7.95
09:00:01-10:00:00,2,6.45,55,5.99,295,4.18,5.6,6.45,2,6.25,81,11.41,689,11.38,5.6,6.25,4,6.35,136,8.35,984,7.5,11,6.25
10:00:01-11:00:00,3,9.68,43,4.68,356,5.04,8.4,9.68,2,6.25,48,6.76,428,7.07,5.6,6.25,5,7.94,91,5.59,784,5.98,14,7.95
11:00:01-12:00:00,2,6.45,63,6.86,453,6.41,5.6,6.45,3,9.38,98,13.8,879,14.52,8.4,9.38,5,7.94,161,9.89,1332,10.15,14,7.95
12:00:01-13:00:00,2,6.45,71,7.73,605,8.56,5.6,6.45,2,6.25,30,4.23,317,5.24,5.6,6.25,4,6.35,101,6.2,922,7.03,11,6.25
13:00:01-14:00:00,1,3.23,49,5.34,385,5.45,2.8,3.23,1,3.13,24,3.38,174,2.88,2.6,2.9,2,3.17,73,4.48,559,4.26,5,2.84
14:00:01-15:00:00,1,3.23,8,0.87,70,0.99,2.8,3.23,1,3.13,32,4.51,285,4.71,2.8,3.13,2,3.17,40,2.46,355,2.71,6,3.41
15:00:01-16:00:00,2,6.45,47,5.12,406,5.75,5.6,6.45,1,3.13,11,1.55,82,1.35,1.8,2.01,3,4.76,58,3.56,488,3.72,7,3.98
16:00:01-17:00:00,1,3.23,81,8.82,600,8.49,1.3,1.5,1,3.13,23,3.24,192,3.17,2.8,3.13,2,3.17,104,6.39,792,6.04,4,2.27
17:00:01-18:00:00,2,6.45,115,12.53,849,12.02,5.6,6.45,2,6.25,16,2.25,90,1.49,5.6,6.25,4,6.35,131,8.05,939,7.16,11,6.25
18:00:01-19:00:00,1,3.23,78,8.5,620,8.78,2.8,3.23,1,3.13,39,5.49,260,4.3,2.6,2.9,2,3.17,117,7.19,880,6.71,5,2.84
19:00:01-20:00:00,2,6.45,141,15.36,1136,16.08,5.6,6.45,2,6.25,24,3.38,192,3.17,5.6,6.25,4,6.35,165,10.14,1328,10.12,11,6.25
20:00:01-21:00:00,1,3.23,63,6.86,510,7.22,2.8,3.23,1,3.13,30,4.23,246,4.06,2.8,3.13,2,3.17,93,5.71,756,5.76,6,3.41
21:00:01-22:00:00,1,3.23,34,3.7,284,4.02,2.8,3.23,1,3.13,11,1.55,84,1.39,2.8,3.13,2,3.17,45,2.76,368,2.81,6,3.41
22:00:01-23:00:00,1,3.23,29,3.16,216,3.06,2.8,3.23,1,3.13,7,0.99,42,0.69,2.8,3.13,2,3.17,36,2.21,258,1.97,6,3.41
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,3.13,1,0.14,10,0.17,2.8,3.13,1,1.59,1,0.06,10,0.08,3,1.7
,31,,918,,7065,,86.8,,32,,710,,6052,,89.6,,63,,1628,,13117,,176,
