Route:- 3870,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.04,1,0.04,0,0,3.6,1.04,0,0,0,0,0,0,0,0,1,0.52,1,0.02,0,0,4,0.58
05:00:01-06:00:00,2,2.08,6,0.23,20,0.1,7.2,2.08,4,4.12,30,1.16,172,0.78,14.4,4.12,6,3.11,36,0.7,192,0.46,22,3.17
06:00:01-07:00:00,5,5.21,15,0.58,68,0.34,18,5.21,8,8.25,134,5.16,860,3.92,28.8,8.25,13,6.74,149,2.88,928,2.22,47,6.76
07:00:01-08:00:00,5,5.21,61,2.37,289,1.46,18,5.21,10,10.31,260,10.02,2112,9.62,36,10.31,15,7.77,321,6.21,2401,5.75,54,7.77
08:00:01-09:00:00,8,8.33,107,4.16,534,2.7,28.8,8.33,9,9.28,314,12.1,3016,13.73,32.4,9.28,17,8.81,421,8.15,3550,8.5,61,8.78
09:00:01-10:00:00,10,10.42,158,6.15,1198,6.05,36,10.42,7,7.22,329,12.67,3103,14.13,25.2,7.22,17,8.81,487,9.43,4301,10.3,61,8.78
10:00:01-11:00:00,7,7.29,240,9.33,1883,9.52,25.2,7.29,5,5.15,153,5.89,1392,6.34,18,5.15,12,6.22,393,7.61,3275,7.84,43,6.19
11:00:01-12:00:00,7,7.29,299,11.63,1683,8.51,25.2,7.29,8,8.25,232,8.94,1913,8.71,28.8,8.25,15,7.77,531,10.28,3596,8.61,54,7.77
12:00:01-13:00:00,5,5.21,101,3.93,917,4.63,18,5.21,5,5.15,143,5.51,1352,6.16,18,5.15,10,5.18,244,4.72,2269,5.43,36,5.18
13:00:01-14:00:00,3,3.13,161,6.26,1361,6.88,7.5,2.17,6,6.19,89,3.43,782,3.56,21.6,6.19,9,4.66,250,4.84,2143,5.13,29,4.17
14:00:01-15:00:00,4,4.17,63,2.45,520,2.63,14.4,4.17,6,6.19,141,5.43,896,4.08,14.4,4.12,10,5.18,204,3.95,1416,3.39,29,4.17
15:00:01-16:00:00,4,4.17,143,5.56,1156,5.84,14.4,4.17,3,3.09,97,3.74,845,3.85,10.8,3.09,7,3.63,240,4.64,2001,4.79,25,3.6
16:00:01-17:00:00,4,4.17,153,5.95,1080,5.46,14.4,4.17,5,5.15,101,3.89,715,3.26,12,3.44,9,4.66,254,4.92,1795,4.3,26,3.74
17:00:01-18:00:00,7,7.29,199,7.74,1621,8.19,25.2,7.29,3,3.09,88,3.39,693,3.16,3.3,0.95,10,5.18,287,5.55,2314,5.54,28,4.03
18:00:01-19:00:00,1,1.04,109,4.24,926,4.68,2.4,0.69,3,3.09,167,6.43,1463,6.66,10.8,3.09,4,2.07,276,5.34,2389,5.72,13,1.87
19:00:01-20:00:00,3,3.13,226,8.79,2076,10.49,10.8,3.13,2,2.06,143,5.51,1194,5.44,2.2,0.63,5,2.59,369,7.14,3270,7.83,13,1.87
20:00:01-21:00:00,4,4.17,186,7.23,1636,8.27,14.4,4.17,4,4.12,91,3.51,822,3.74,14.4,4.12,8,4.15,277,5.36,2458,5.89,29,4.17
21:00:01-22:00:00,4,4.17,205,7.97,1742,8.8,14.4,4.17,4,4.12,47,1.81,344,1.57,14.4,4.12,8,4.15,252,4.88,2086,5,29,4.17
22:00:01-23:00:00,9,9.38,111,4.32,840,4.24,32.4,9.38,4,4.12,34,1.31,267,1.22,4.4,1.26,13,6.74,145,2.81,1107,2.65,37,5.32
23:00:01-24:00:00,3,3.13,27,1.05,238,1.2,10.8,3.13,1,1.03,3,0.12,20,0.09,3.6,1.03,4,2.07,30,0.58,258,0.62,14,2.01
,96,,2571,,19788,,345.6,,97,,2596,,21961,,349.2,,193,,5167,,41749,,695,
