Route:- 4100,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,8.57,19,0.91,182,0.86,43.5,8.57,0,0,0,0,0,0,0,0,3,4,19,0.41,182,0.39,44,4.04
06:00:01-07:00:00,3,8.57,153,7.36,1317,6.21,43.5,8.57,3,7.5,34,1.36,323,1.27,43.5,7.5,6,8,187,4.07,1640,3.52,87,8
07:00:01-08:00:00,2,5.71,188,9.04,1692,7.98,29,5.71,2,5,144,5.74,1244,4.89,3.8,0.66,4,5.33,332,7.23,2936,6.3,33,3.03
08:00:01-09:00:00,3,8.57,238,11.44,2791,13.17,31.2,6.15,3,7.5,221,8.81,2400,9.44,43.5,7.5,6,8,459,10,5191,11.13,75,6.89
09:00:01-10:00:00,2,5.71,162,7.79,1789,8.44,17.8,3.51,4,10,215,8.57,2285,8.98,14.4,2.48,6,8,377,8.22,4074,8.74,32,2.94
10:00:01-11:00:00,2,5.71,121,5.82,1345,6.35,6.4,1.26,2,5,134,5.34,1344,5.28,29,5,4,5.33,255,5.56,2689,5.77,35,3.22
11:00:01-12:00:00,3,8.57,115,5.53,1238,5.84,43.5,8.57,2,5,144,5.74,1598,6.28,14,2.41,5,6.67,259,5.64,2836,6.08,58,5.33
12:00:01-13:00:00,1,2.86,136,6.54,1285,6.06,3.6,0.71,2,5,90,3.59,1048,4.12,3.8,0.66,3,4,226,4.92,2333,5,7,0.64
13:00:01-14:00:00,1,2.86,118,5.67,1373,6.48,5,0.99,2,5,117,4.66,1244,4.89,11.2,1.93,3,4,235,5.12,2617,5.61,16,1.47
14:00:01-15:00:00,6,17.14,88,4.23,899,4.24,87,17.14,4,10,135,5.38,1484,5.83,7.6,1.31,10,13.33,223,4.86,2383,5.11,95,8.73
15:00:01-16:00:00,2,5.71,97,4.66,898,4.24,29,5.71,2,5,152,6.06,1449,5.7,29,5,4,5.33,249,5.43,2347,5.03,58,5.33
16:00:01-17:00:00,1,2.86,99,4.76,998,4.71,14.5,2.86,4,10,170,6.78,1683,6.62,58,10,5,6.67,269,5.86,2681,5.75,72,6.62
17:00:01-18:00:00,2,5.71,73,3.51,854,4.03,22.4,4.41,1,2.5,166,6.62,1604,6.31,2.6,0.45,3,4,239,5.21,2458,5.27,25,2.3
18:00:01-19:00:00,1,2.86,159,7.64,1462,6.9,4,0.79,1,2.5,125,4.98,1302,5.12,14.5,2.5,2,2.67,284,6.19,2764,5.93,18,1.65
19:00:01-20:00:00,1,2.86,95,4.57,1066,5.03,2.9,0.57,2,5,262,10.44,2314,9.1,12.4,2.14,3,4,357,7.78,3380,7.25,15,1.38
20:00:01-21:00:00,1,2.86,120,5.77,1126,5.31,8.9,1.75,2,5,177,7.05,1832,7.2,5.2,0.9,3,4,297,6.47,2958,6.34,14,1.29
21:00:01-22:00:00,1,2.86,74,3.56,654,3.09,2.1,0.41,4,10,148,5.9,1463,5.75,58,10,5,6.67,222,4.84,2117,4.54,60,5.51
22:00:01-23:00:00,0,0,25,1.2,224,1.06,0,0,0,0,75,2.99,818,3.22,0,0,0,0,100,2.18,1042,2.23,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,35,,2080,,21193,,507.5,,40,,2509,,25435,,580,,75,,4589,,46628,,1088,
