Route:- 6020,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,1.35,48,1.13,513,1.21,10.4,1.35,3,2.03,74,1.95,745,2.06,15.6,2.03,5,1.69,122,1.52,1258,1.6,26,1.69
05:00:01-06:00:00,3,2.03,0,0,0,0,15.6,2.03,0,0,0,0,0,0,0,0,3,1.01,0,0,0,0,16,1.04
06:00:01-07:00:00,7,4.73,272,6.4,2662,6.27,36.4,4.73,6,4.05,70,1.84,644,1.78,31.2,4.05,13,4.39,342,4.25,3306,4.21,68,4.42
07:00:01-08:00:00,10,6.76,399,9.39,3874,9.13,52,6.76,9,6.08,121,3.19,1027,2.84,37.8,4.91,19,6.42,520,6.46,4901,6.23,90,5.85
08:00:01-09:00:00,14,9.46,529,12.46,5305,12.5,72.8,9.46,13,8.78,207,5.45,1789,4.95,54.6,7.09,27,9.12,736,9.15,7094,9.02,127,8.25
09:00:01-10:00:00,12,8.11,571,13.44,6349,14.96,62.4,8.11,8,5.41,160,4.21,1476,4.08,41.6,5.41,20,6.76,731,9.09,7825,9.95,104,6.76
10:00:01-11:00:00,13,8.78,429,10.1,4696,11.07,67.6,8.78,12,8.11,163,4.29,1663,4.6,62.4,8.11,25,8.45,592,7.36,6359,8.09,130,8.45
11:00:01-12:00:00,9,6.08,255,6,2757,6.5,46.8,6.08,10,6.76,151,3.98,1374,3.8,42,5.46,19,6.42,406,5.05,4131,5.26,89,5.78
12:00:01-13:00:00,4,2.7,183,4.31,1764,4.16,16.8,2.18,9,6.08,158,4.16,1511,4.18,46.8,6.08,13,4.39,341,4.24,3275,4.17,64,4.16
13:00:01-14:00:00,8,5.41,176,4.14,1699,4,41.6,5.41,4,2.7,59,1.55,594,1.64,12,1.56,12,4.05,235,2.92,2293,2.92,54,3.51
14:00:01-15:00:00,8,5.41,211,4.97,2176,5.13,41.6,5.41,8,5.41,205,5.4,2154,5.96,12.8,1.66,16,5.41,416,5.17,4330,5.51,54,3.51
15:00:01-16:00:00,9,6.08,162,3.81,1632,3.85,46.8,6.08,8,5.41,282,7.42,2712,7.5,41.6,5.41,17,5.74,444,5.52,4344,5.53,88,5.72
16:00:01-17:00:00,6,4.05,152,3.58,1343,3.16,31.2,4.05,9,6.08,343,9.03,3286,9.08,46.8,6.08,15,5.07,495,6.15,4629,5.89,78,5.07
17:00:01-18:00:00,12,8.11,180,4.24,1515,3.57,62.4,8.11,13,8.78,583,15.35,5482,15.16,67.6,8.78,25,8.45,763,9.48,6997,8.9,130,8.45
18:00:01-19:00:00,9,6.08,155,3.65,1458,3.44,46.8,6.08,9,6.08,443,11.66,4352,12.03,37.8,4.91,18,6.08,598,7.43,5810,7.39,85,5.52
19:00:01-20:00:00,9,6.08,243,5.72,2196,5.17,46.8,6.08,10,6.76,245,6.45,2482,6.86,52,6.76,19,6.42,488,6.07,4678,5.95,99,6.43
20:00:01-21:00:00,7,4.73,130,3.06,1112,2.62,36.4,4.73,7,4.73,242,6.37,2356,6.51,29.4,3.82,14,4.73,372,4.62,3468,4.41,66,4.29
21:00:01-22:00:00,4,2.7,122,2.87,1114,2.63,20.8,2.7,6,4.05,170,4.48,1388,3.84,31.2,4.05,10,3.38,292,3.63,2502,3.18,52,3.38
22:00:01-23:00:00,2,1.35,30,0.71,270,0.64,6,0.78,3,2.03,102,2.69,934,2.58,15.6,2.03,5,1.69,132,1.64,1204,1.53,22,1.43
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,0.68,20,0.53,202,0.56,5.2,0.68,1,0.34,20,0.25,202,0.26,5,0.32
,148,,4247,,42435,,769.6,,148,,3798,,36171,,769.6,,296,,8045,,78606,,1539,
