Route:- 6080,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.39,10,0.78,40,0.37,2.2,1.39,1,0.68,10,0.31,40,0.15,2,0.62
06:00:01-07:00:00,6,8.11,10,0.53,76,0.49,13.2,8.11,6,8.33,65,5.1,432,3.99,13.2,8.33,12,8.22,75,2.36,508,1.93,26,8.1
07:00:01-08:00:00,7,9.46,28,1.47,168,1.08,15.4,9.46,5,6.94,153,12.01,1453,13.43,11,6.94,12,8.22,181,5.7,1621,6.15,26,8.1
08:00:01-09:00:00,5,6.76,37,1.94,214,1.38,10,6.14,6,8.33,204,16.01,1932,17.86,12,7.58,11,7.53,241,7.59,2146,8.14,22,6.85
09:00:01-10:00:00,6,8.11,26,1.37,172,1.11,13.2,8.11,5,6.94,216,16.95,2030,18.76,10,6.31,11,7.53,242,7.62,2202,8.35,23,7.17
10:00:01-11:00:00,4,5.41,35,1.84,232,1.49,8.8,5.41,4,5.56,172,13.5,1463,13.52,8.8,5.56,8,5.48,207,6.52,1695,6.43,18,5.61
11:00:01-12:00:00,3,4.05,36,1.89,299,1.92,6.6,4.05,5,6.94,74,5.81,581,5.37,11,6.94,8,5.48,110,3.46,880,3.34,18,5.61
12:00:01-13:00:00,1,1.35,33,1.73,214,1.38,2.2,1.35,2,2.78,58,4.55,440,4.07,4,2.53,3,2.05,91,2.86,654,2.48,6,1.87
13:00:01-14:00:00,3,4.05,45,2.36,311,2,6.6,4.05,2,2.78,25,1.96,188,1.74,4.4,2.78,5,3.42,70,2.2,499,1.89,11,3.43
14:00:01-15:00:00,1,1.35,31,1.63,275,1.77,2.2,1.35,2,2.78,23,1.81,141,1.3,4.4,2.78,3,2.05,54,1.7,416,1.58,7,2.18
15:00:01-16:00:00,5,6.76,63,3.31,382,2.46,11,6.76,3,4.17,37,2.9,318,2.94,6,3.79,8,5.48,100,3.15,700,2.66,17,5.3
16:00:01-17:00:00,3,4.05,155,8.15,1210,7.78,6.6,4.05,4,5.56,29,2.28,150,1.39,8.8,5.56,7,4.79,184,5.79,1360,5.16,15,4.67
17:00:01-18:00:00,5,6.76,138,7.25,1135,7.3,11,6.76,4,5.56,47,3.69,378,3.49,8.8,5.56,9,6.16,185,5.82,1513,5.74,20,6.23
18:00:01-19:00:00,5,6.76,308,16.18,2626,16.9,10,6.14,4,5.56,32,2.51,234,2.16,8.8,5.56,9,6.16,340,10.7,2860,10.85,19,5.92
19:00:01-20:00:00,5,6.76,235,12.35,2025,13.03,11,6.76,4,5.56,37,2.9,254,2.35,8.8,5.56,9,6.16,272,8.56,2279,8.64,20,6.23
20:00:01-21:00:00,3,4.05,198,10.4,1683,10.83,6,3.69,4,5.56,17,1.33,148,1.37,8.8,5.56,7,4.79,215,6.77,1831,6.95,15,4.67
21:00:01-22:00:00,4,5.41,291,15.29,2502,16.1,8,4.91,5,6.94,38,2.98,324,2.99,11,6.94,9,6.16,329,10.36,2826,10.72,19,5.92
22:00:01-23:00:00,5,6.76,180,9.46,1551,9.98,11,6.76,4,5.56,34,2.67,290,2.68,8.8,5.56,9,6.16,214,6.74,1841,6.98,20,6.23
23:00:01-24:00:00,3,4.05,54,2.84,468,3.01,6.6,4.05,2,2.78,3,0.24,24,0.22,4.4,2.78,5,3.42,57,1.79,492,1.87,11,3.43
,74,,1903,,15543,,162.8,,72,,1274,,10820,,158.4,,146,,3177,,26363,,321,
