Route:- 0071,Date:- 10/07/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,5,13,0.88,110,0.58,12.4,2.04,1,5.56,3,0.16,0,0,30.4,5.56,2,5.26,16,0.48,110,0.26,43,3.72
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,0,0,0,0,0,0,0,0,1,5.56,1,0.05,0,0,30.4,5.56,1,2.63,1,0.03,0,0,30,2.6
07:00:01-08:00:00,0,0,0,0,0,0,0,0,2,11.11,88,4.69,1396,6.04,26.4,4.82,2,5.26,88,2.62,1396,3.33,26,2.25
08:00:01-09:00:00,1,5,11,0.74,84,0.45,30.4,5,2,11.11,168,8.96,2400,10.38,9,1.64,3,7.89,179,5.33,2484,5.92,39,3.38
09:00:01-10:00:00,2,10,105,7.09,1309,6.96,14.8,2.43,1,5.56,139,7.41,1744,7.54,5.9,1.08,3,7.89,244,7.27,3053,7.28,21,1.82
10:00:01-11:00:00,1,5,100,6.75,1156,6.15,11,1.81,2,11.11,151,8.05,2029,8.77,60.8,11.11,3,7.89,251,7.48,3185,7.59,72,6.23
11:00:01-12:00:00,2,10,43,2.9,439,2.33,60.8,10,1,5.56,196,10.45,2504,10.83,29.2,5.34,3,7.89,239,7.12,2943,7.02,90,7.79
12:00:01-13:00:00,0,0,66,4.46,884,4.7,0,0,1,5.56,209,11.15,2306,9.97,18,3.29,1,2.63,275,8.19,3190,7.61,18,1.56
13:00:01-14:00:00,3,15,122,8.24,1449,7.7,91.2,15,1,5.56,70,3.73,722,3.12,3.4,0.62,4,10.53,192,5.72,2171,5.18,95,8.23
14:00:01-15:00:00,1,5,212,14.31,2764,14.69,2.6,0.43,1,5.56,92,4.91,1302,5.63,2.5,0.46,2,5.26,304,9.06,4066,9.69,5,0.43
15:00:01-16:00:00,0,0,100,6.75,1233,6.55,0,0,1,5.56,144,7.68,1904,8.23,30.4,5.56,1,2.63,244,7.27,3137,7.48,30,2.6
16:00:01-17:00:00,1,5,48,3.24,515,2.74,7.7,1.27,2,11.11,90,4.8,1116,4.83,12.2,2.23,3,7.89,138,4.11,1631,3.89,20,1.73
17:00:01-18:00:00,1,5,163,11.01,1948,10.36,30.4,5,1,5.56,184,9.81,2339,10.11,2.7,0.49,2,5.26,347,10.34,4287,10.22,33,2.86
18:00:01-19:00:00,1,5,70,4.73,1168,6.21,30.4,5,0,0,77,4.11,771,3.33,0,0,1,2.63,147,4.38,1939,4.62,30,2.6
19:00:01-20:00:00,0,0,85,5.74,1214,6.45,0,0,0,0,177,9.44,1629,7.04,0,0,0,0,262,7.81,2843,6.78,0,0
20:00:01-21:00:00,2,10,105,7.09,1502,7.98,15,2.47,1,5.56,71,3.79,776,3.36,5.6,1.02,3,7.89,176,5.24,2278,5.43,21,1.82
21:00:01-22:00:00,1,5,96,6.48,1510,8.03,14,2.3,0,0,15,0.8,190,0.82,0,0,1,2.63,111,3.31,1700,4.05,14,1.21
22:00:01-23:00:00,2,10,81,5.47,911,4.84,9.2,1.51,0,0,0,0,0,0,0,0,2,5.26,81,2.41,911,2.17,9,0.78
23:00:01-24:00:00,1,5,61,4.12,616,3.27,2.7,0.44,0,0,0,0,0,0,0,0,1,2.63,61,1.82,616,1.47,3,0.26
,20,,1481,,18812,,608,,18,,1875,,23128,,547.2,,38,,3356,,41940,,1155,
