Route:- 4100,Date:- 10/09/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,54,2.25,476,1.92,0,0,2,4.44,135,5.16,1354,5.31,29,4.44,2,2.22,189,3.77,1830,3.64,29,2.22
05:00:01-06:00:00,3,6.67,7,0.29,58,0.23,43.5,6.67,0,0,0,0,0,0,0,0,3,3.33,7,0.14,58,0.12,44,3.37
06:00:01-07:00:00,4,8.89,150,6.24,1526,6.15,53.6,8.21,3,6.67,42,1.61,399,1.57,43.5,6.67,7,7.78,192,3.83,1925,3.83,97,7.43
07:00:01-08:00:00,3,6.67,210,8.73,2202,8.87,43.5,6.67,2,4.44,133,5.09,1260,4.94,8.2,1.26,5,5.56,343,6.83,3462,6.88,52,3.98
08:00:01-09:00:00,2,4.44,219,9.11,2722,10.97,17.8,2.73,3,6.67,208,7.96,2250,8.83,43.5,6.67,5,5.56,427,8.51,4972,9.88,61,4.67
09:00:01-10:00:00,3,6.67,280,11.64,2935,11.83,23.4,3.59,3,6.67,177,6.77,1856,7.28,43.5,6.67,6,6.67,457,9.11,4791,9.52,67,5.13
10:00:01-11:00:00,1,2.22,223,9.27,2350,9.47,5.4,0.83,1,2.22,108,4.13,1188,4.66,2.8,0.43,2,2.22,331,6.59,3538,7.03,8,0.61
11:00:01-12:00:00,4,8.89,78,3.24,977,3.94,58,8.89,2,4.44,165,6.31,1246,4.89,7.4,1.13,6,6.67,243,4.84,2223,4.42,65,4.98
12:00:01-13:00:00,3,6.67,116,4.82,1336,5.38,3.3,0.51,3,6.67,121,4.63,1326,5.2,43.5,6.67,6,6.67,237,4.72,2662,5.29,47,3.6
13:00:01-14:00:00,3,6.67,131,5.45,1297,5.23,43.5,6.67,5,11.11,185,7.08,1923,7.54,72.5,11.11,8,8.89,316,6.3,3220,6.4,116,8.89
14:00:01-15:00:00,3,6.67,84,3.49,826,3.33,14.4,2.21,2,4.44,167,6.39,1582,6.21,29,4.44,5,5.56,251,5,2408,4.79,43,3.3
15:00:01-16:00:00,2,4.44,111,4.62,1035,4.17,10,1.53,2,4.44,61,2.33,678,2.66,3.8,0.58,4,4.44,172,3.43,1713,3.41,14,1.07
16:00:01-17:00:00,2,4.44,108,4.49,1000,4.03,15.6,2.39,2,4.44,193,7.38,1724,6.76,17.8,2.73,4,4.44,301,6,2724,5.41,33,2.53
17:00:01-18:00:00,1,2.22,86,3.58,797,3.21,4.6,0.7,3,6.67,164,6.27,1312,5.15,11.1,1.7,4,4.44,250,4.98,2109,4.19,16,1.23
18:00:01-19:00:00,4,8.89,139,5.78,1326,5.34,58,8.89,1,2.22,188,7.19,1928,7.56,14.5,2.22,5,5.56,327,6.52,3254,6.47,72,5.52
19:00:01-20:00:00,2,4.44,174,7.23,1809,7.29,29,4.44,1,2.22,119,4.55,1206,4.73,3.7,0.57,3,3.33,293,5.84,3015,5.99,33,2.53
20:00:01-21:00:00,1,2.22,115,4.78,1177,4.74,14.5,2.22,3,6.67,151,5.78,1541,6.04,43.5,6.67,4,4.44,266,5.3,2718,5.4,58,4.44
21:00:01-22:00:00,2,4.44,96,3.99,812,3.27,29,4.44,3,6.67,194,7.42,1833,7.19,43.5,6.67,5,5.56,290,5.78,2645,5.26,72,5.52
22:00:01-23:00:00,2,4.44,24,1,152,0.61,29,4.44,3,6.67,96,3.67,831,3.26,43.5,6.67,5,5.56,120,2.39,983,1.95,72,5.52
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.22,7,0.27,56,0.22,2.6,0.4,1,1.11,7,0.14,56,0.11,3,0.23
,45,,2405,,24813,,652.5,,45,,2614,,25493,,652.5,,90,,5019,,50306,,1305,
