Route:- 6034,Date:- 10/09/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,3,10.34,48,3.29,432,3.39,8.1,1.38,0,0,0,0,0,0,0,0,3,10.34,48,3.29,432,3.39,8,1.37
05:00:01-06:00:00,1,3.45,6,0.41,20,0.16,20.2,3.45,0,0,0,0,0,0,0,0,1,3.45,6,0.41,20,0.16,20,3.41
06:00:01-07:00:00,5,17.24,91,6.24,508,3.98,101,17.24,0,0,0,0,0,0,0,0,5,17.24,91,6.24,508,3.98,101,17.24
07:00:01-08:00:00,2,6.9,113,7.75,1083,8.49,8,1.37,0,0,0,0,0,0,0,0,2,6.9,113,7.75,1083,8.49,8,1.37
08:00:01-09:00:00,1,3.45,118,8.09,1169,9.17,5.2,0.89,0,0,0,0,0,0,0,0,1,3.45,118,8.09,1169,9.17,5,0.85
09:00:01-10:00:00,2,6.9,127,8.7,1031,8.08,8.8,1.5,0,0,0,0,0,0,0,0,2,6.9,127,8.7,1031,8.08,9,1.54
10:00:01-11:00:00,1,3.45,116,7.95,1066,8.36,4,0.68,0,0,0,0,0,0,0,0,1,3.45,116,7.95,1066,8.36,4,0.68
11:00:01-12:00:00,2,6.9,178,12.2,1171,9.18,22.4,3.82,0,0,0,0,0,0,0,0,2,6.9,178,12.2,1171,9.18,22,3.75
12:00:01-13:00:00,1,3.45,137,9.39,1417,11.11,10.1,1.72,0,0,0,0,0,0,0,0,1,3.45,137,9.39,1417,11.11,10,1.71
13:00:01-14:00:00,3,10.34,71,4.87,724,5.68,11.4,1.95,0,0,0,0,0,0,0,0,3,10.34,71,4.87,724,5.68,11,1.88
14:00:01-15:00:00,2,6.9,36,2.47,324,2.54,6.6,1.13,0,0,0,0,0,0,0,0,2,6.9,36,2.47,324,2.54,7,1.19
15:00:01-16:00:00,1,3.45,46,3.15,337,2.64,2.7,0.46,0,0,0,0,0,0,0,0,1,3.45,46,3.15,337,2.64,3,0.51
16:00:01-17:00:00,1,3.45,46,3.15,387,3.03,20.2,3.45,0,0,0,0,0,0,0,0,1,3.45,46,3.15,387,3.03,20,3.41
17:00:01-18:00:00,1,3.45,65,4.46,456,3.58,4.9,0.84,0,0,0,0,0,0,0,0,1,3.45,65,4.46,456,3.58,5,0.85
18:00:01-19:00:00,1,3.45,78,5.35,806,6.32,2.7,0.46,0,0,0,0,0,0,0,0,1,3.45,78,5.35,806,6.32,3,0.51
19:00:01-20:00:00,0,0,72,4.93,723,5.67,0,0,0,0,0,0,0,0,0,0,0,0,72,4.93,723,5.67,0,0
20:00:01-21:00:00,2,6.9,68,4.66,680,5.33,5.4,0.92,0,0,0,0,0,0,0,0,2,6.9,68,4.66,680,5.33,5,0.85
21:00:01-22:00:00,0,0,34,2.33,330,2.59,0,0,0,0,0,0,0,0,0,0,0,0,34,2.33,330,2.59,0,0
22:00:01-23:00:00,0,0,9,0.62,90,0.71,0,0,0,0,0,0,0,0,0,0,0,0,9,0.62,90,0.71,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,29,,1459,,12754,,585.8,,0,,0,,0,,0,,29,,1459,,12754,,586,
