Route:- 6020,Date:- 10/09/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,3,2.17,168,3.32,1730,3.34,15.6,2.17,3,2.19,58,1.3,516,1.23,15.6,2.19,6,2.18,226,2.37,2246,2.4,31,2.17
05:00:01-06:00:00,2,1.45,0,0,0,0,10.4,1.45,0,0,0,0,0,0,0,0,2,0.73,0,0,0,0,10,0.7
06:00:01-07:00:00,6,4.35,308,6.09,2977,5.75,18,2.51,5,3.65,67,1.5,488,1.16,26,3.65,11,4,375,3.94,3465,3.7,44,3.08
07:00:01-08:00:00,10,7.25,351,6.94,3600,6.95,52,7.25,7,5.11,159,3.56,1184,2.82,36.4,5.11,17,6.18,510,5.36,4784,5.1,88,6.15
08:00:01-09:00:00,9,6.52,432,8.55,4376,8.45,27,3.76,10,7.3,196,4.39,1682,4.01,49,6.88,19,6.91,628,6.6,6058,6.46,76,5.31
09:00:01-10:00:00,8,5.8,601,11.89,6570,12.69,41.6,5.8,7,5.11,114,2.55,1124,2.68,30.1,4.23,15,5.45,715,7.51,7694,8.21,72,5.03
10:00:01-11:00:00,11,7.97,568,11.24,6423,12.4,57.2,7.97,8,5.84,132,2.96,1353,3.22,41.6,5.84,19,6.91,700,7.35,7776,8.29,99,6.92
11:00:01-12:00:00,3,2.17,335,6.63,3645,7.04,11.7,1.63,8,5.84,114,2.55,1158,2.76,41.6,5.84,11,4,449,4.72,4803,5.12,53,3.71
12:00:01-13:00:00,7,5.07,304,6.01,3316,6.4,36.4,5.07,5,3.65,123,2.76,1040,2.48,8,1.12,12,4.36,427,4.49,4356,4.65,44,3.08
13:00:01-14:00:00,9,6.52,296,5.86,3037,5.87,29.7,4.14,7,5.11,156,3.5,1445,3.44,11.2,1.57,16,5.82,452,4.75,4482,4.78,41,2.87
14:00:01-15:00:00,8,5.8,265,5.24,2572,4.97,41.6,5.8,8,5.84,190,4.26,1635,3.9,41.6,5.84,16,5.82,455,4.78,4207,4.49,83,5.8
15:00:01-16:00:00,9,6.52,139,2.75,1342,2.59,46.8,6.52,11,8.03,313,7.01,3097,7.38,57.2,8.03,20,7.27,452,4.75,4439,4.74,104,7.27
16:00:01-17:00:00,8,5.8,153,3.03,1396,2.7,41.6,5.8,8,5.84,380,8.51,3385,8.07,24,3.37,16,5.82,533,5.6,4781,5.1,66,4.62
17:00:01-18:00:00,8,5.8,172,3.4,1658,3.2,41.6,5.8,9,6.57,392,8.78,3630,8.65,46.8,6.57,17,6.18,564,5.93,5288,5.64,88,6.15
18:00:01-19:00:00,10,7.25,196,3.88,1916,3.7,52,7.25,9,6.57,499,11.18,5002,11.92,37.8,5.31,19,6.91,695,7.3,6918,7.38,90,6.29
19:00:01-20:00:00,10,7.25,280,5.54,2684,5.18,52,7.25,10,7.3,445,9.97,4397,10.48,42,5.9,20,7.27,725,7.62,7081,7.55,94,6.57
20:00:01-21:00:00,8,5.8,201,3.98,1802,3.48,31.2,4.35,10,7.3,558,12.5,5383,12.83,42,5.9,18,6.55,759,7.97,7185,7.66,73,5.1
21:00:01-22:00:00,7,5.07,242,4.79,2298,4.44,36.4,5.07,7,5.11,340,7.62,3288,7.83,34.3,4.81,14,5.09,582,6.11,5586,5.96,71,4.97
22:00:01-23:00:00,2,1.45,44,0.87,438,0.85,10.4,1.45,5,3.65,196,4.39,1880,4.48,26,3.65,7,2.55,240,2.52,2318,2.47,36,2.52
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,31,0.69,280,0.67,0,0,0,0,31,0.33,280,0.3,0,0
,138,,5055,,51780,,717.6,,137,,4463,,41967,,712.4,,275,,9518,,93747,,1430,
