Route:- 6120,Date:- 10/09/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.86,9,0.94,40,0.49,2.8,2.86,1,1.49,9,0.52,40,0.29,3,1.6
06:00:01-07:00:00,2,6.25,5,0.66,26,0.45,5.6,6.25,3,8.57,101,10.55,720,8.78,7.8,7.96,5,7.46,106,6.17,746,5.32,13,6.91
07:00:01-08:00:00,2,6.25,13,1.71,116,1.99,5.6,6.25,3,8.57,103,10.76,888,10.83,8.4,8.57,5,7.46,116,6.75,1004,7.16,14,7.45
08:00:01-09:00:00,4,12.5,18,2.37,144,2.47,11.2,12.5,2,5.71,104,10.87,893,10.89,5.6,5.71,6,8.96,122,7.1,1037,7.39,17,9.04
09:00:01-10:00:00,2,6.25,54,7.1,338,5.8,5.6,6.25,4,11.43,155,16.2,1308,15.95,11.2,11.43,6,8.96,209,12.17,1646,11.73,17,9.04
10:00:01-11:00:00,4,12.5,58,7.62,402,6.9,11.2,12.5,2,5.71,135,14.11,1350,16.46,5.6,5.71,6,8.96,193,11.23,1752,12.49,17,9.04
11:00:01-12:00:00,2,6.25,31,4.07,229,3.93,5.6,6.25,4,11.43,93,9.72,866,10.56,7.2,7.35,6,8.96,124,7.22,1095,7.81,13,6.91
12:00:01-13:00:00,1,3.13,39,5.12,352,6.04,2.8,3.13,2,5.71,41,4.28,356,4.34,3.6,3.67,3,4.48,80,4.66,708,5.05,6,3.19
13:00:01-14:00:00,2,6.25,29,3.81,240,4.12,5.6,6.25,1,2.86,27,2.82,258,3.15,2.8,2.86,3,4.48,56,3.26,498,3.55,8,4.26
14:00:01-15:00:00,3,9.38,40,5.26,330,5.67,5.4,6.03,2,5.71,47,4.91,401,4.89,5.6,5.71,5,7.46,87,5.06,731,5.21,11,5.85
15:00:01-16:00:00,1,3.13,45,5.91,365,6.27,2.8,3.13,1,2.86,24,2.51,213,2.6,2.6,2.65,2,2.99,69,4.02,578,4.12,5,2.66
16:00:01-17:00:00,2,6.25,82,10.78,594,10.2,5.6,6.25,2,5.71,21,2.19,172,2.1,5.2,5.31,4,5.97,103,6,766,5.46,11,5.85
17:00:01-18:00:00,1,3.13,48,6.31,332,5.7,2.8,3.13,2,5.71,24,2.51,172,2.1,5.6,5.71,3,4.48,72,4.19,504,3.59,8,4.26
18:00:01-19:00:00,1,3.13,54,7.1,436,7.49,2.8,3.13,1,2.86,16,1.67,94,1.15,2.8,2.86,2,2.99,70,4.07,530,3.78,6,3.19
19:00:01-20:00:00,1,3.13,69,9.07,550,9.44,2.8,3.13,0,0,19,1.99,160,1.95,0,0,1,1.49,88,5.12,710,5.06,3,1.6
20:00:01-21:00:00,2,6.25,49,6.44,350,6.01,5.6,6.25,1,2.86,9,0.94,76,0.93,2.8,2.86,3,4.48,58,3.38,426,3.04,8,4.26
21:00:01-22:00:00,1,3.13,87,11.43,734,12.6,1.8,2.01,2,5.71,24,2.51,194,2.36,5.6,5.71,3,4.48,111,6.46,928,6.62,7,3.72
22:00:01-23:00:00,1,3.13,40,5.26,286,4.91,2.8,3.13,2,5.71,3,0.31,24,0.29,5.6,5.71,3,4.48,43,2.5,310,2.21,8,4.26
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,2,0.21,18,0.22,0,0,0,0,2,0.12,18,0.13,0,0
,32,,761,,5824,,89.6,,35,,957,,8203,,98,,67,,1718,,14027,,188,
