Route:- 3860,Date:- 10/21/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.82,0,0,0,0,7,1.82,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,7,0.88
06:00:01-07:00:00,6,10.91,14,1.92,78,1.13,42,10.91,6,10.17,22,3.71,255,4.48,42,10.17,12,10.53,36,2.72,333,2.64,84,10.53
07:00:01-08:00:00,4,7.27,48,6.58,458,6.61,28,7.27,6,10.17,39,6.58,414,7.27,42,10.17,10,8.77,87,6.58,872,6.91,70,8.77
08:00:01-09:00:00,4,7.27,45,6.16,462,6.66,14.8,3.84,6,10.17,35,5.9,321,5.64,42,10.17,10,8.77,80,6.05,783,6.2,57,7.14
09:00:01-10:00:00,5,9.09,42,5.75,404,5.83,35,9.09,4,6.78,48,8.09,494,8.67,16,3.87,9,7.89,90,6.8,898,7.11,51,6.39
10:00:01-11:00:00,5,9.09,27,3.7,336,4.85,35,9.09,4,6.78,32,5.4,298,5.23,28,6.78,9,7.89,59,4.46,634,5.02,63,7.89
11:00:01-12:00:00,3,5.45,40,5.48,354,5.11,21,5.45,4,6.78,58,9.78,589,10.34,24,5.81,7,6.14,98,7.41,943,7.47,45,5.64
12:00:01-13:00:00,5,9.09,61,8.36,582,8.39,18,4.68,4,6.78,49,8.26,426,7.48,28,6.78,9,7.89,110,8.31,1008,7.98,46,5.76
13:00:01-14:00:00,6,10.91,78,10.68,759,10.95,42,10.91,6,10.17,49,8.26,487,8.55,42,10.17,12,10.53,127,9.6,1246,9.87,84,10.53
14:00:01-15:00:00,1,1.82,59,8.08,522,7.53,4,1.04,3,5.08,27,4.55,210,3.69,21,5.08,4,3.51,86,6.5,732,5.8,25,3.13
15:00:01-16:00:00,2,3.64,34,4.66,329,4.75,14,3.64,1,1.69,19,3.2,162,2.84,4,0.97,3,2.63,53,4.01,491,3.89,18,2.26
16:00:01-17:00:00,3,5.45,71,9.73,682,9.84,12,3.12,3,5.08,50,8.43,532,9.34,21,5.08,6,5.26,121,9.15,1214,9.61,33,4.14
17:00:01-18:00:00,0,0,8,1.1,88,1.27,0,0,3,5.08,76,12.82,694,12.19,12,2.91,3,2.63,84,6.35,782,6.19,12,1.5
18:00:01-19:00:00,2,3.64,51,6.99,513,7.4,14,3.64,0,0,0,0,0,0,0,0,2,1.75,51,3.85,513,4.06,14,1.75
19:00:01-20:00:00,2,3.64,59,8.08,547,7.89,6.4,1.66,4,6.78,24,4.05,226,3.97,28,6.78,6,5.26,83,6.27,773,6.12,34,4.26
20:00:01-21:00:00,3,5.45,47,6.44,414,5.97,21,5.45,2,3.39,51,8.6,461,8.09,8,1.94,5,4.39,98,7.41,875,6.93,29,3.63
21:00:01-22:00:00,2,3.64,42,5.75,377,5.44,14,3.64,1,1.69,14,2.36,126,2.21,1.1,0.27,3,2.63,56,4.23,503,3.98,15,1.88
22:00:01-23:00:00,1,1.82,4,0.55,28,0.4,7,1.82,2,3.39,0,0,0,0,14,3.39,3,2.63,4,0.3,28,0.22,21,2.63
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,55,,730,,6933,,385,,59,,593,,5695,,413,,114,,1323,,12628,,798,
