Route:- 6040,Date:- 10/21/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,3.45,0,0,0,0,7,3.45,0,0,0,0,0,0,0,0,2,1.61,0,0,0,0,7,1.61
06:00:01-07:00:00,3,5.17,16,1.4,79,0.87,10.5,5.17,3,4.55,14,0.75,64,0.43,10.5,4.55,6,4.84,30,1,143,0.6,21,4.84
07:00:01-08:00:00,6,10.34,39,3.42,324,3.59,21,10.34,6,9.09,25,1.34,150,1.01,21,9.09,12,9.68,64,2.12,474,1.99,42,9.68
08:00:01-09:00:00,4,6.9,15,1.31,92,1.02,7.2,3.55,4,6.06,37,1.98,322,2.18,14,6.06,8,6.45,52,1.73,414,1.74,21,4.84
09:00:01-10:00:00,4,6.9,24,2.1,228,2.52,10,4.93,4,6.06,44,2.35,354,2.39,14,6.06,8,6.45,68,2.26,582,2.44,24,5.53
10:00:01-11:00:00,3,5.17,27,2.37,189,2.09,6.6,3.25,4,6.06,44,2.35,438,2.96,14,6.06,7,5.65,71,2.36,627,2.63,21,4.84
11:00:01-12:00:00,3,5.17,70,6.13,587,6.5,10.5,5.17,2,3.03,58,3.1,560,3.79,5,2.16,5,4.03,128,4.25,1147,4.82,16,3.69
12:00:01-13:00:00,2,3.45,114,9.99,874,9.67,7,3.45,4,6.06,132,7.05,1021,6.91,14,6.06,6,4.84,246,8.16,1895,7.96,21,4.84
13:00:01-14:00:00,4,6.9,70,6.13,541,5.99,14,6.9,4,6.06,144,7.69,1087,7.35,6.8,2.94,8,6.45,214,7.1,1628,6.83,21,4.84
14:00:01-15:00:00,3,5.17,8,0.7,66,0.73,10.5,5.17,2,3.03,85,4.54,677,4.58,7,3.03,5,4.03,93,3.09,743,3.12,18,4.15
15:00:01-16:00:00,1,1.72,80,7.01,600,6.64,1.7,0.84,2,3.03,50,2.67,382,2.58,7,3.03,3,2.42,130,4.31,982,4.12,9,2.07
16:00:01-17:00:00,5,8.62,65,5.7,508,5.62,8.5,4.19,2,3.03,156,8.33,1212,8.2,7,3.03,7,5.65,221,7.33,1720,7.22,16,3.69
17:00:01-18:00:00,2,3.45,165,14.46,1362,15.07,7,3.45,6,9.09,232,12.39,1825,12.34,10.2,4.42,8,6.45,397,13.18,3187,13.38,17,3.92
18:00:01-19:00:00,6,10.34,100,8.76,816,9.03,21,10.34,5,7.58,235,12.55,1848,12.5,17.5,7.58,11,8.87,335,11.12,2664,11.18,38,8.76
19:00:01-20:00:00,4,6.9,153,13.41,1252,13.86,14,6.9,4,6.06,229,12.23,1801,12.18,10,4.33,8,6.45,382,12.68,3053,12.82,24,5.53
20:00:01-21:00:00,3,5.17,49,4.29,374,4.14,6.6,3.25,5,7.58,143,7.64,1102,7.45,17.5,7.58,8,6.45,192,6.37,1476,6.2,24,5.53
21:00:01-22:00:00,1,1.72,89,7.8,684,7.57,2.2,1.08,3,4.55,97,5.18,756,5.11,10.5,4.55,4,3.23,186,6.17,1440,6.05,13,3
22:00:01-23:00:00,2,3.45,51,4.47,412,4.56,7,3.45,5,7.58,68,3.63,552,3.73,17.5,7.58,7,5.65,119,3.95,964,4.05,24,5.53
23:00:01-24:00:00,0,0,6,0.53,48,0.53,0,0,1,1.52,79,4.22,634,4.29,2.5,1.08,1,0.81,85,2.82,682,2.86,2,0.46
,58,,1141,,9036,,203,,66,,1872,,14785,,231,,124,,3013,,23821,,434,
