Route:- 3310,Date:- 10/21/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.7,13,1.17,132,1.16,9,2.7,0,0,0,0,0,0,0,0,1,1.39,13,0.64,132,0.6,9,1.39
06:00:01-07:00:00,3,8.11,81,7.32,680,5.96,22.8,6.85,3,8.57,29,3.15,340,3.24,27,8.57,6,8.33,110,5.42,1020,4.66,50,7.72
07:00:01-08:00:00,4,10.81,62,5.6,770,6.75,36,10.81,2,5.71,66,7.17,648,6.18,18,5.71,6,8.33,128,6.31,1418,6.48,54,8.33
08:00:01-09:00:00,2,5.41,70,6.32,872,7.64,18,5.41,3,8.57,79,8.58,1016,9.7,12,3.81,5,6.94,149,7.35,1888,8.62,30,4.63
09:00:01-10:00:00,4,10.81,83,7.5,870,7.62,36,10.81,3,8.57,35,3.8,480,4.58,27,8.57,7,9.72,118,5.82,1350,6.17,63,9.72
10:00:01-11:00:00,3,8.11,85,7.68,946,8.29,27,8.11,2,5.71,47,5.1,472,4.5,18,5.71,5,6.94,132,6.51,1418,6.48,45,6.94
11:00:01-12:00:00,2,5.41,33,2.98,394,3.45,8.4,2.52,3,8.57,91,9.88,959,9.15,27,8.57,5,6.94,124,6.11,1353,6.18,35,5.4
12:00:01-13:00:00,0,0,66,5.96,548,4.8,0,0,3,8.57,30,3.26,354,3.38,27,8.57,3,4.17,96,4.73,902,4.12,27,4.17
13:00:01-14:00:00,2,5.41,72,6.5,657,5.76,18,5.41,1,2.86,41,4.45,421,4.02,9,2.86,3,4.17,113,5.57,1078,4.92,27,4.17
14:00:01-15:00:00,1,2.7,38,3.43,355,3.11,7.9,2.37,1,2.86,64,6.95,600,5.73,9,2.86,2,2.78,102,5.03,955,4.36,17,2.62
15:00:01-16:00:00,2,5.41,37,3.34,344,3.01,18,5.41,2,5.71,116,12.6,1353,12.91,8,2.54,4,5.56,153,7.54,1697,7.75,26,4.01
16:00:01-17:00:00,4,10.81,65,5.87,710,6.22,36,10.81,2,5.71,55,5.97,610,5.82,18,5.71,6,8.33,120,5.92,1320,6.03,54,8.33
17:00:01-18:00:00,1,2.7,66,5.96,691,6.05,9,2.7,3,8.57,58,6.3,874,8.34,27,8.57,4,5.56,124,6.11,1565,7.15,36,5.56
18:00:01-19:00:00,2,5.41,63,5.69,702,6.15,9,2.7,0,0,40,4.34,446,4.26,0,0,2,2.78,103,5.08,1148,5.24,9,1.39
19:00:01-20:00:00,2,5.41,52,4.7,526,4.61,18,5.41,1,2.86,36,3.91,396,3.78,9,2.86,3,4.17,88,4.34,922,4.21,27,4.17
20:00:01-21:00:00,2,5.41,110,9.94,1099,9.63,18,5.41,3,8.57,60,6.51,598,5.71,27,8.57,5,6.94,170,8.38,1697,7.75,45,6.94
21:00:01-22:00:00,2,5.41,79,7.14,766,6.71,8,2.4,1,2.86,27,2.93,324,3.09,9,2.86,3,4.17,106,5.23,1090,4.98,17,2.62
22:00:01-23:00:00,0,0,32,2.89,353,3.09,0,0,2,5.71,47,5.1,588,5.61,8,2.54,2,2.78,79,3.9,941,4.3,8,1.23
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,37,,1107,,11415,,333,,35,,921,,10479,,315,,72,,2028,,21894,,648,
