Route:- 4781,Date:- 10/21/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,5.26,0,0,0,0,53.6,5.26,0,0,0,0,0,0,0,0,2,2.56,0,0,0,0,54,2.58
05:00:01-06:00:00,1,2.63,14,1.22,126,0.89,26.8,2.63,0,0,0,0,0,0,0,0,1,1.28,14,0.57,126,0.43,27,1.29
06:00:01-07:00:00,2,5.26,40,3.48,384,2.71,10.6,1.04,2,5,27,2.08,244,1.62,53.6,5,4,5.13,67,2.74,628,2.15,64,3.06
07:00:01-08:00:00,4,10.53,61,5.3,744,5.26,71.2,6.99,2,5,68,5.23,697,4.62,8.4,0.78,6,7.69,129,5.27,1441,4.93,80,3.83
08:00:01-09:00:00,1,2.63,44,3.83,494,3.49,26.8,2.63,5,12.5,79,6.08,1032,6.85,35,3.26,6,7.69,123,5.02,1526,5.22,62,2.97
09:00:01-10:00:00,1,2.63,24,2.09,336,2.37,25.4,2.49,1,2.5,96,7.39,1192,7.91,26.8,2.5,2,2.56,120,4.9,1528,5.23,52,2.49
10:00:01-11:00:00,3,7.89,60,5.22,798,5.64,21,2.06,3,7.5,67,5.16,751,4.98,15.9,1.48,6,7.69,127,5.19,1549,5.3,37,1.77
11:00:01-12:00:00,1,2.63,130,11.3,1575,11.13,26.8,2.63,4,10,59,4.54,638,4.23,16.8,1.57,5,6.41,189,7.72,2213,7.57,44,2.11
12:00:01-13:00:00,4,10.53,88,7.65,1011,7.14,12,1.18,3,7.5,97,7.47,1099,7.29,16.5,1.54,7,8.97,185,7.55,2110,7.22,28,1.34
13:00:01-14:00:00,1,2.63,88,7.65,1113,7.86,7.1,0.7,3,7.5,85,6.54,813,5.39,8.4,0.78,4,5.13,173,7.06,1926,6.59,15,0.72
14:00:01-15:00:00,3,7.89,35,3.04,498,3.52,80.4,7.89,1,2.5,77,5.93,790,5.24,3.5,0.33,4,5.13,112,4.57,1288,4.41,84,4.02
15:00:01-16:00:00,2,5.26,81,7.04,1299,9.18,17.2,1.69,2,5,56,4.31,842,5.59,10.2,0.95,4,5.13,137,5.59,2141,7.32,27,1.29
16:00:01-17:00:00,4,10.53,82,7.13,941,6.65,107.2,10.53,2,5,96,7.39,1278,8.48,17,1.59,6,7.69,178,7.27,2219,7.59,124,5.93
17:00:01-18:00:00,1,2.63,44,3.83,555,3.92,2.8,0.27,1,2.5,69,5.31,877,5.82,6.5,0.61,2,2.56,113,4.61,1432,4.9,9,0.43
18:00:01-19:00:00,0,0,95,8.26,1225,8.65,0,0,1,2.5,100,7.7,1281,8.5,10.9,1.02,1,1.28,195,7.96,2506,8.57,11,0.53
19:00:01-20:00:00,2,5.26,41,3.57,636,4.49,53.6,5.26,2,5,88,6.77,1082,7.18,53.6,5,4,5.13,129,5.27,1718,5.88,107,5.12
20:00:01-21:00:00,3,7.89,105,9.13,1131,7.99,8.4,0.82,1,2.5,30,2.31,352,2.33,3.8,0.35,4,5.13,135,5.51,1483,5.07,12,0.57
21:00:01-22:00:00,2,5.26,63,5.48,700,4.95,15.8,1.55,2,5,81,6.24,863,5.72,53.6,5,4,5.13,144,5.88,1563,5.35,69,3.3
22:00:01-23:00:00,1,2.63,55,4.78,589,4.16,7.1,0.7,4,10,93,7.16,938,6.22,28,2.61,5,6.41,148,6.04,1527,5.22,35,1.67
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.5,31,2.39,306,2.03,2.9,0.27,1,1.28,31,1.27,306,1.05,3,0.14
,38,,1150,,14155,,1018.4,,40,,1299,,15075,,1072,,78,,2449,,29230,,2090,
