,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,144
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,4,19
3,07:00:01-08:00:00,4,37
4,08:00:01-09:00:00,4,61
5,09:00:01-10:00:00,3,44
6,10:00:01-11:00:00,4,32
7,11:00:01-12:00:00,2,58
8,12:00:01-13:00:00,4,44
9,13:00:01-14:00:00,1,16
10,14:00:01-15:00:00,2,26
11,15:00:01-16:00:00,2,24
12,16:00:01-17:00:00,2,58
13,17:00:01-18:00:00,5,79
14,18:00:01-19:00:00,5,185
15,19:00:01-20:00:00,4,196
16,20:00:01-21:00:00,6,194
17,21:00:01-22:00:00,5,82
18,22:00:01-23:00:00,2,84
19,23:00:01-24:00:00,1,3
