,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,13
2,06:00:01-07:00:00,5,46
3,07:00:01-08:00:00,4,106
4,08:00:01-09:00:00,4,87
5,09:00:01-10:00:00,2,110
6,10:00:01-11:00:00,3,80
7,11:00:01-12:00:00,1,12
8,12:00:01-13:00:00,1,21
9,13:00:01-14:00:00,3,17
10,14:00:01-15:00:00,3,26
11,15:00:01-16:00:00,2,10
12,16:00:01-17:00:00,2,13
13,17:00:01-18:00:00,3,26
14,18:00:01-19:00:00,4,37
15,19:00:01-20:00:00,2,23
16,20:00:01-21:00:00,3,22
17,21:00:01-22:00:00,3,22
18,22:00:01-23:00:00,4,16
19,23:00:01-24:00:00,2,4
