,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,14
2,06:00:01-07:00:00,6,81
3,07:00:01-08:00:00,7,149
4,08:00:01-09:00:00,5,107
5,09:00:01-10:00:00,4,151
6,10:00:01-11:00:00,4,89
7,11:00:01-12:00:00,3,47
8,12:00:01-13:00:00,4,39
9,13:00:01-14:00:00,3,49
10,14:00:01-15:00:00,5,54
11,15:00:01-16:00:00,3,18
12,16:00:01-17:00:00,4,23
13,17:00:01-18:00:00,3,30
14,18:00:01-19:00:00,1,9
15,19:00:01-20:00:00,3,39
16,20:00:01-21:00:00,4,19
17,21:00:01-22:00:00,2,24
18,22:00:01-23:00:00,3,14
19,23:00:01-24:00:00,2,2
