,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,4
1,05:00:01-06:00:00,2,12
2,06:00:01-07:00:00,6,86
3,07:00:01-08:00:00,6,170
4,08:00:01-09:00:00,5,145
5,09:00:01-10:00:00,3,123
6,10:00:01-11:00:00,3,79
7,11:00:01-12:00:00,4,73
8,12:00:01-13:00:00,3,62
9,13:00:01-14:00:00,3,64
10,14:00:01-15:00:00,1,8
11,15:00:01-16:00:00,2,13
12,16:00:01-17:00:00,4,29
13,17:00:01-18:00:00,3,25
14,18:00:01-19:00:00,2,29
15,19:00:01-20:00:00,4,26
16,20:00:01-21:00:00,3,30
17,21:00:01-22:00:00,4,21
18,22:00:01-23:00:00,3,20
19,23:00:01-24:00:00,2,7
